Metropolitan Statistical Area,Counties/principal cities,Population,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.D.",,4190434.0,,,,,,,,,
,"Includes District of Columbia; Calvert, Charles, and Prince George's Counties, MD; Arlington, Clarke, Fairfax, Fauquier, Loudoun, Prince William, Spotsylvania, Stafford, and Warren Counties and Alexandria, Fairfax, Falls Church, Fredericksburg, Manassas, and Manassas Park Cities, VA; and Jefferson County, WV",,,,,,,,,,
,Total area actually reporting,1.0,20732.0,385.0,856.0,9687.0,9804.0,125366.0,16932.0,84939.0,23495.0
,"Rate per 100,000 inhabitants",,494.7,9.2,20.4,231.2,234.0,2991.7,404.1,2027.0,560.7
"Waterloo-Cedar Falls, IA M.S.A.",,161918.0,,,,,,,,,
,"Includes Black Hawk, Bremer, and Grundy Counties",,,,,,,,,,
,City of Waterloo,65607.0,433.0,4.0,53.0,74.0,302.0,3188.0,952.0,2072.0,164.0
,City of Cedar Falls,36995.0,102.0,1.0,16.0,9.0,76.0,821.0,116.0,666.0,39.0
,Total area actually reporting,1.0,688.0,5.0,87.0,86.0,510.0,4807.0,1286.0,3278.0,243.0
,"Rate per 100,000 inhabitants",,424.9,3.1,53.7,53.1,315.0,2968.8,794.2,2024.5,150.1
"Wausau, WI M.S.A.",,131265.0,,,,,,,,,
,Includes Marathon County,,,,,,,,,,
,City of Wausau,38405.0,111.0,1.0,16.0,31.0,63.0,1113.0,249.0,799.0,65.0
,Total area actually reporting,1.0,251.0,3.0,18.0,35.0,195.0,2332.0,494.0,1737.0,101.0
,"Rate per 100,000 inhabitants",,191.2,2.3,13.7,26.7,148.6,1776.6,376.3,1323.3,76.9
"Weirton-Steubenville, WV-OH M.S.A.",,123812.0,,,,,,,,,
,"Includes Jefferson County, OH and Brooke and Hancock Counties, WV",,,,,,,,,,
,"City of Weirton, WV",19095.0,23.0,0.0,0.0,4.0,19.0,215.0,43.0,161.0,11.0
,"City of Steubenville, OH",19107.0,79.0,1.0,5.0,40.0,33.0,929.0,167.0,718.0,44.0
,Total area actually reporting,0.967,213.0,4.0,14.0,45.0,150.0,1965.0,381.0,1467.0,117.0
,Estimated total,1.0,220.0,4.0,14.0,47.0,155.0,2089.0,403.0,1562.0,124.0
,"Rate per 100,000 inhabitants",,177.7,3.2,11.3,38.0,125.2,1687.2,325.5,1261.6,100.2
"Wenatchee, WA M.S.A.",,107897.0,,,,,,,,,
,Includes Chelan and Douglas Counties,,,,,,,,,,
,City of Wenatchee,30179.0,92.0,0.0,17.0,20.0,55.0,1549.0,219.0,1243.0,87.0
,Total area actually reporting,1.0,209.0,3.0,41.0,34.0,131.0,3683.0,603.0,2897.0,183.0
,"Rate per 100,000 inhabitants",,193.7,2.8,38.0,31.5,121.4,3413.4,558.9,2685.0,169.6
"Wheeling, WV-OH M.S.A.",,145995.0,,,,,,,,,
,"Includes Belmont County, OH and Marshall and Ohio Counties, WV",,,,,,,,,,
,"City of Wheeling, WV",29057.0,134.0,1.0,15.0,35.0,83.0,981.0,216.0,693.0,72.0
,Total area actually reporting,0.876,219.0,2.0,31.0,42.0,144.0,2129.0,507.0,1471.0,151.0
,Estimated total,1.0,252.0,2.0,36.0,55.0,159.0,2655.0,603.0,1871.0,181.0
,"Rate per 100,000 inhabitants",,172.6,1.4,24.7,37.7,108.9,1818.6,413.0,1281.6,124.0
"Wichita, KS M.S.A.",,594974.0,,,,,,,,,
,"Includes Butler, Harvey, Sedgwick, and Sumner Counties",,,,,,,,,,
,City of Wichita,358294.0,3386.0,41.0,269.0,557.0,2519.0,20756.0,4357.0,14263.0,2136.0
,Total area actually reporting,0.995,4025.0,43.0,346.0,594.0,3042.0,27571.0,5694.0,19366.0,2511.0
,Estimated total,1.0,4035.0,43.0,347.0,595.0,3050.0,27662.0,5708.0,19437.0,2517.0
,"Rate per 100,000 inhabitants",,678.2,7.2,58.3,100.0,512.6,4649.3,959.4,3266.9,423.0
"Wichita Falls, TX M.S.A.",,144648.0,,,,,,,,,
,"Includes Archer, Clay, and Wichita Counties",,,,,,,,,,
,City of Wichita Falls,98717.0,576.0,4.0,31.0,228.0,313.0,6835.0,1540.0,4797.0,498.0
,Total area actually reporting,1.0,641.0,6.0,38.0,231.0,366.0,7646.0,1847.0,5244.0,555.0
,"Rate per 100,000 inhabitants",,443.1,4.1,26.3,159.7,253.0,5285.9,1276.9,3625.4,383.7
"Williamsport, PA M.S.A.",,117037.0,,,,,,,,,
,Includes Lycoming County,,,,,,,,,,
,City of Williamsport,29701.0,98.0,1.0,10.0,58.0,29.0,1316.0,262.0,970.0,84.0
,Total area actually reporting,1.0,166.0,3.0,25.0,64.0,74.0,2634.0,597.0,1896.0,141.0
,"Rate per 100,000 inhabitants",,141.8,2.6,21.4,54.7,63.2,2250.6,510.1,1620.0,120.5
"Wilmington, NC M.S.A.3",,337011.0,,,,,,,,,
,"Includes Brunswick, New Hanover, and Pender3 Counties",,,,,,,,,,
,City of Wilmington,96913.0,821.0,10.0,58.0,345.0,408.0,5893.0,1637.0,3613.0,643.0
,Total area actually reporting,0.983,1403.0,19.0,151.0,457.0,776.0,,4290.0,8915.0,
,Estimated total,1.0,1428.0,19.0,153.0,464.0,792.0,,4361.0,9122.0,
,"Rate per 100,000 inhabitants",,423.7,5.6,45.4,137.7,235.0,,1294.0,2706.7,
"Winchester, VA-WV M.S.A.",,120991.0,,,,,,,,,
,"Includes Frederick County and Winchester City, VA and Hampshire County, WV",,,,,,,,,,
,"City of Winchester, VA",25443.0,106.0,1.0,10.0,35.0,60.0,1235.0,169.0,993.0,73.0
,Total area actually reporting,1.0,251.0,1.0,53.0,48.0,149.0,3139.0,578.0,2314.0,247.0
,"Rate per 100,000 inhabitants",,207.5,0.8,43.8,39.7,123.1,2594.4,477.7,1912.5,204.1
"Worcester, MA M.S.A.",,790004.0,,,,,,,,,
,Includes Worcester County,,,,,,,,,,
,City of Worcester,175825.0,1531.0,6.0,93.0,371.0,1061.0,6025.0,1308.0,3815.0,902.0
,Total area actually reporting,0.981,2953.0,18.0,214.0,534.0,2187.0,15148.0,3735.0,9850.0,1563.0
,Estimated total,1.0,2995.0,18.0,217.0,542.0,2218.0,15445.0,3809.0,10049.0,1587.0
,"Rate per 100,000 inhabitants",,379.1,2.3,27.5,68.6,280.8,1955.1,482.1,1272.0,200.9
"Yakima, WA M.S.A.",,234592.0,,,,,,,,,
,Includes Yakima County,,,,,,,,,,
,City of Yakima,82951.0,561.0,7.0,66.0,136.0,352.0,5705.0,1209.0,3652.0,844.0
,Total area actually reporting,1.0,899.0,15.0,135.0,214.0,535.0,12676.0,3095.0,7696.0,1885.0
,"Rate per 100,000 inhabitants",,383.2,6.4,57.5,91.2,228.1,5403.4,1319.3,3280.6,803.5
"York-Hanover, PA M.S.A.",,420251.0,,,,,,,,,
,Includes York County,,,,,,,,,,
,City of York,40339.0,440.0,11.0,33.0,293.0,103.0,2125.0,499.0,1338.0,288.0
,City of Hanover,15079.0,30.0,0.0,3.0,10.0,17.0,614.0,85.0,511.0,18.0
,Total area actually reporting,0.995,1193.0,16.0,101.0,455.0,621.0,9729.0,1623.0,7412.0,694.0
,Estimated total,1.0,1197.0,16.0,101.0,456.0,624.0,9775.0,1630.0,7448.0,697.0
,"Rate per 100,000 inhabitants",,284.8,3.8,24.0,108.5,148.5,2326.0,387.9,1772.3,165.9
"Yuba City, CA M.S.A.",,164006.0,,,,,,,,,
,Includes Sutter and Yuba Counties,,,,,,,,,,
,City of Yuba City,61881.0,245.0,2.0,24.0,54.0,165.0,1913.0,322.0,1361.0,230.0
,Total area actually reporting,1.0,765.0,2.0,57.0,129.0,577.0,4926.0,1383.0,2901.0,642.0
,"Rate per 100,000 inhabitants",,466.4,1.2,34.8,78.7,351.8,3003.5,843.3,1768.8,391.4
"Yuma, AZ M.S.A.",,192098.0,,,,,,,,,
,Includes Yuma County,,,,,,,,,,
,City of Yuma,88874.0,601.0,6.0,32.0,75.0,488.0,3913.0,888.0,2393.0,632.0
,Total area actually reporting,0.876,748.0,12.0,46.0,100.0,590.0,5560.0,1239.0,3451.0,870.0
,Estimated total,1.0,830.0,13.0,52.0,122.0,643.0,6508.0,1454.0,4057.0,997.0
,"Rate per 100,000 inhabitants",,432.1,6.8,27.1,63.5,334.7,3387.9,756.9,2111.9,519.0
"Aguadilla-Isabela-San Sebastian, Puerto Rico M.S.A.",,336526.0,,,,,,,,,
,"Includes Aguada, Aguadilla, Anasco, Isabela, Lares, Moca, Rincon, and San Sebastian Municipios",,,,,,,,,,
,Total area actually reporting,1.0,179.0,13.0,3.0,71.0,92.0,1991.0,882.0,997.0,112.0
,"Rate per 100,000 inhabitants",,53.2,3.9,0.9,21.1,27.3,591.6,262.1,296.3,33.3
"Fajardo, Puerto Rico M.S.A.",,80545.0,,,,,,,,,
,"Includes Ceiba, Fajardo, and Luquillo Municipios",,,,,,,,,,
,Total area actually reporting,1.0,171.0,17.0,0.0,73.0,81.0,1021.0,421.0,532.0,68.0
,"Rate per 100,000 inhabitants",,212.3,21.1,0.0,90.6,100.6,1267.6,522.7,660.5,84.4
"Guayama, Puerto Rico M.S.A.",,84260.0,,,,,,,,,
,"Includes Arroyo, Guayama, and Patillas Municipios",,,,,,,,,,
,Total area actually reporting,1.0,121.0,13.0,2.0,47.0,59.0,375.0,250.0,93.0,32.0
,"Rate per 100,000 inhabitants",,143.6,15.4,2.4,55.8,70.0,445.1,296.7,110.4,38.0
"Mayaguez, Puerto Rico M.S.A.",,111219.0,,,,,,,,,
,Includes Hormigueros and Mayaguez Municipios,,,,,,,,,,
,Total area actually reporting,1.0,209.0,14.0,3.0,99.0,93.0,2407.0,677.0,1620.0,110.0
,"Rate per 100,000 inhabitants",,187.9,12.6,2.7,89.0,83.6,2164.2,608.7,1456.6,98.9
"Ponce, Puerto Rico M.S.A.",,263352.0,,,,,,,,,
,"Includes Juana Diaz, Ponce, and Villalba Municipios",,,,,,,,,,
,Total area actually reporting,1.0,706.0,72.0,24.0,306.0,304.0,3395.0,899.0,2239.0,257.0
,"Rate per 100,000 inhabitants",,268.1,27.3,9.1,116.2,115.4,1289.1,341.4,850.2,97.6
"San German-Cabo Rojo, Puerto Rico M.S.A.",,145904.0,,,,,,,,,
,"Includes Cabo Rojo, Lajas, Sabana Grande, and San German Municipios",,,,,,,,,,
,Total area actually reporting,1.0,87.0,7.0,3.0,33.0,44.0,898.0,438.0,414.0,46.0
,"Rate per 100,000 inhabitants",,59.6,4.8,2.1,22.6,30.2,615.5,300.2,283.7,31.5
"San Juan-Caguas-Guaynabo, Puerto Rico M.S.A.",,2599997.0,,,,,,,,,
,"Includes Aguas Buenas, Aibonito, Arecibo, Barceloneta, Barranquitas, Bayamon, Caguas, Camuy, Canovanas, Carolina, Catano, Cayey, Ciales, Cidra, Comerio, Corozal, Dorado, Florida, Guaynabo, Gurabo, Hatillo, Humacao, Juncos, Las Piedras, Loiza, Manati, Maunabo, Morovis, Naguabo, Naranjito, Orocovis, Quebradillas, Rio Grande, San Juan, San Lorenzo, Toa Alta, Toa Baja, Trujillo Alto, Vega Alta, Vega Baja, and Yabucoa Municipios",,,,,,,,,,
,Total area actually reporting,1.0,6929.0,553.0,53.0,4294.0,2029.0,39737.0,11822.0,20974.0,6941.0
,"Rate per 100,000 inhabitants",,266.5,21.3,2.0,165.2,78.0,1528.3,454.7,806.7,267.0
"Yauco, Puerto Rico M.S.A.",,124051.0,,,,,,,,,
,"Includes Guanica, Guayanilla, Penuelas, and Yauco Municipios",,,,,,,,,,
,Total area actually reporting,1.0,195.0,20.0,6.0,78.0,91.0,1040.0,355.0,616.0,69.0
,"Rate per 100,000 inhabitants",,157.2,16.1,4.8,62.9,73.4,838.4,286.2,496.6,55.6
