Table 10,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by Metropolitan and Nonmetropolitan Counties, 2017",,,,,,,,,,,
[The data shown in this table do not reflect county totals but are the number of offenses reported by the sheriff's office or county police department.],,,,,,,,,,,
State,County,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
,Webb,39.0,0.0,8.0,1.0,30.0,195.0,51.0,140.0,4.0,2.0
,Wichita,12.0,2.0,0.0,2.0,8.0,135.0,62.0,56.0,17.0,0.0
,Williamson,184.0,0.0,43.0,9.0,132.0,1492.0,307.0,1066.0,119.0,4.0
,Wilson,26.0,2.0,2.0,4.0,18.0,233.0,87.0,113.0,33.0,0.0
,Wise,93.0,2.0,28.0,2.0,61.0,353.0,110.0,211.0,32.0,3.0
TEXAS - Nonmetropolitan Counties,Anderson,48.0,0.0,7.0,4.0,37.0,399.0,167.0,202.0,30.0,1.0
,Andrews,13.0,0.0,0.0,0.0,13.0,92.0,30.0,53.0,9.0,1.0
,Angelina,93.0,2.0,21.0,5.0,65.0,619.0,171.0,377.0,71.0,2.0
,Bailey,2.0,0.0,0.0,1.0,1.0,40.0,19.0,19.0,2.0,0.0
,Baylor,0.0,0.0,0.0,0.0,0.0,10.0,4.0,4.0,2.0,0.0
,Bee,42.0,0.0,1.0,3.0,38.0,232.0,75.0,139.0,18.0,1.0
,Blanco,12.0,0.0,2.0,1.0,9.0,68.0,28.0,29.0,11.0,0.0
,Borden,2.0,0.0,0.0,0.0,2.0,18.0,2.0,14.0,2.0,0.0
,Bosque,4.0,0.0,0.0,0.0,4.0,77.0,28.0,48.0,1.0,0.0
,Brewster,11.0,1.0,2.0,0.0,8.0,14.0,3.0,8.0,3.0,1.0
,Briscoe,1.0,0.0,1.0,0.0,0.0,8.0,4.0,2.0,2.0,0.0
,Brooks,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,Brown,20.0,0.0,0.0,2.0,18.0,149.0,49.0,90.0,10.0,2.0
,Burnet,46.0,0.0,19.0,3.0,24.0,213.0,72.0,117.0,24.0,0.0
,Calhoun6,22.0,0.0,3.0,0.0,19.0,105.0,31.0,64.0,10.0,0.0
,Camp,4.0,2.0,0.0,1.0,1.0,112.0,41.0,58.0,13.0,1.0
,Cass,20.0,0.0,2.0,4.0,14.0,265.0,125.0,117.0,23.0,2.0
,Castro,3.0,0.0,0.0,0.0,3.0,42.0,12.0,26.0,4.0,0.0
,Cherokee,89.0,0.0,16.0,3.0,70.0,469.0,141.0,273.0,55.0,0.0
,Childress,3.0,0.0,0.0,0.0,3.0,12.0,4.0,8.0,0.0,0.0
,Cochran,5.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,2.0,0.0
,Colorado,36.0,0.0,0.0,0.0,36.0,130.0,36.0,72.0,22.0,0.0
,Comanche,2.0,0.0,0.0,0.0,2.0,66.0,17.0,48.0,1.0,0.0
,Cooke,48.0,0.0,3.0,0.0,45.0,151.0,67.0,69.0,15.0,3.0
,Cottle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Crane,0.0,0.0,0.0,0.0,0.0,21.0,0.0,19.0,2.0,0.0
,Crockett,5.0,0.0,0.0,0.0,5.0,33.0,16.0,16.0,1.0,0.0
,Culberson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Dallam,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0
,Dawson,2.0,0.0,0.0,0.0,2.0,41.0,14.0,24.0,3.0,0.0
,Deaf Smith,6.0,0.0,4.0,0.0,2.0,55.0,10.0,37.0,8.0,0.0
,Delta6,2.0,0.0,0.0,0.0,2.0,24.0,13.0,10.0,1.0,0.0
,DeWitt,19.0,0.0,11.0,0.0,8.0,88.0,27.0,51.0,10.0,0.0
,Dickens,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0
,Dimmit,17.0,0.0,0.0,1.0,16.0,125.0,21.0,98.0,6.0,2.0
,Donley,2.0,0.0,0.0,0.0,2.0,42.0,15.0,25.0,2.0,0.0
,Edwards,0.0,0.0,0.0,0.0,0.0,26.0,9.0,16.0,1.0,1.0
,Erath,51.0,1.0,13.0,0.0,37.0,118.0,46.0,62.0,10.0,0.0
,Fannin,53.0,0.0,14.0,4.0,35.0,164.0,95.0,65.0,4.0,0.0
,Fayette,9.0,2.0,1.0,2.0,4.0,122.0,37.0,76.0,9.0,2.0
,Floyd,11.0,0.0,0.0,0.0,11.0,38.0,13.0,22.0,3.0,0.0
,Foard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Franklin,25.0,0.0,6.0,0.0,19.0,86.0,45.0,34.0,7.0,0.0
,Freestone,10.0,0.0,1.0,0.0,9.0,110.0,33.0,69.0,8.0,0.0
,Frio,11.0,0.0,0.0,0.0,11.0,146.0,46.0,86.0,14.0,2.0
,Gaines,6.0,1.0,1.0,0.0,4.0,84.0,24.0,45.0,15.0,0.0
,Garza,13.0,0.0,2.0,0.0,11.0,61.0,14.0,44.0,3.0,0.0
,Gillespie,5.0,0.0,0.0,0.0,5.0,68.0,15.0,53.0,0.0,0.0
,Glasscock,4.0,0.0,0.0,0.0,4.0,27.0,16.0,9.0,2.0,0.0
,Gonzales,17.0,0.0,8.0,2.0,7.0,117.0,42.0,65.0,10.0,1.0
,Gray,11.0,0.0,0.0,1.0,10.0,94.0,32.0,56.0,6.0,0.0
,Grimes,27.0,3.0,0.0,5.0,19.0,149.0,56.0,85.0,8.0,1.0
,Hale,17.0,0.0,0.0,1.0,16.0,87.0,39.0,42.0,6.0,0.0
,Hall,5.0,0.0,0.0,0.0,5.0,6.0,2.0,3.0,1.0,0.0
,Hansford,0.0,0.0,0.0,0.0,0.0,11.0,1.0,8.0,2.0,0.0
,Harrison,61.0,0.0,29.0,3.0,29.0,620.0,222.0,324.0,74.0,0.0
,Hartley,1.0,1.0,0.0,0.0,0.0,12.0,4.0,6.0,2.0,4.0
,Haskell,4.0,0.0,0.0,2.0,2.0,19.0,9.0,7.0,3.0,1.0
,Hemphill,0.0,0.0,0.0,0.0,0.0,13.0,2.0,10.0,1.0,0.0
,Henderson,201.0,5.0,46.0,9.0,141.0,831.0,377.0,393.0,61.0,0.0
,Hill,31.0,1.0,9.0,2.0,19.0,247.0,105.0,122.0,20.0,1.0
,Hockley,11.0,1.0,0.0,0.0,10.0,54.0,24.0,24.0,6.0,1.0
,Hopkins,36.0,2.0,4.0,1.0,29.0,82.0,24.0,47.0,11.0,0.0
,Houston,5.0,0.0,0.0,2.0,3.0,131.0,57.0,62.0,12.0,0.0
,Howard,31.0,1.0,1.0,1.0,28.0,147.0,39.0,93.0,15.0,1.0
,Hutchinson,16.0,0.0,5.0,0.0,11.0,85.0,23.0,52.0,10.0,0.0
,Jack,6.0,0.0,0.0,1.0,5.0,47.0,5.0,33.0,9.0,0.0
,Jackson,7.0,0.0,3.0,2.0,2.0,50.0,18.0,27.0,5.0,0.0
,Jasper,100.0,1.0,35.0,6.0,58.0,312.0,132.0,149.0,31.0,3.0
,Jeff Davis,4.0,1.0,0.0,0.0,3.0,9.0,5.0,3.0,1.0,0.0
,Jim Hogg,7.0,0.0,1.0,0.0,6.0,15.0,4.0,8.0,3.0,0.0
,Jim Wells,112.0,0.0,21.0,2.0,89.0,268.0,130.0,117.0,21.0,7.0
,Karnes,13.0,0.0,0.0,0.0,13.0,99.0,33.0,57.0,9.0,1.0
,Kenedy,3.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0
,Kent,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0
,Kerr,34.0,1.0,13.0,1.0,19.0,251.0,84.0,153.0,14.0,1.0
,Kimble,3.0,0.0,0.0,0.0,3.0,15.0,5.0,7.0,3.0,0.0
,Kinney,5.0,0.0,0.0,1.0,4.0,6.0,5.0,0.0,1.0,1.0
,Kleberg,48.0,0.0,6.0,0.0,42.0,65.0,16.0,38.0,11.0,1.0
,Knox,1.0,0.0,1.0,0.0,0.0,14.0,3.0,9.0,2.0,0.0
,Lamar,29.0,0.0,9.0,0.0,20.0,221.0,77.0,129.0,15.0,0.0
,Lamb,6.0,0.0,2.0,1.0,3.0,70.0,24.0,37.0,9.0,0.0
,La Salle,11.0,0.0,0.0,3.0,8.0,54.0,7.0,47.0,0.0,0.0
,Lavaca,13.0,0.0,3.0,1.0,9.0,67.0,32.0,31.0,4.0,0.0
,Lee,25.0,1.0,8.0,1.0,15.0,93.0,31.0,58.0,4.0,0.0
,Leon,19.0,0.0,1.0,1.0,17.0,155.0,45.0,101.0,9.0,1.0
,Limestone,28.0,1.0,2.0,2.0,23.0,157.0,59.0,85.0,13.0,1.0
,Lipscomb,6.0,0.0,0.0,0.0,6.0,14.0,4.0,6.0,4.0,0.0
,Live Oak,9.0,0.0,1.0,2.0,6.0,134.0,66.0,59.0,9.0,0.0
,Llano,9.0,0.0,2.0,1.0,6.0,133.0,49.0,77.0,7.0,0.0
,Loving,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
,Madison,4.0,0.0,0.0,0.0,4.0,64.0,37.0,22.0,5.0,0.0
,Marion,59.0,4.0,6.0,2.0,47.0,171.0,72.0,82.0,17.0,2.0
,Mason,6.0,0.0,0.0,0.0,6.0,15.0,2.0,11.0,2.0,0.0
,Matagorda,71.0,0.0,6.0,6.0,59.0,306.0,73.0,220.0,13.0,0.0
,Maverick,48.0,0.0,11.0,5.0,32.0,423.0,120.0,277.0,26.0,0.0
,McCulloch,1.0,0.0,0.0,0.0,1.0,8.0,2.0,5.0,1.0,2.0
,McMullen,0.0,0.0,0.0,0.0,0.0,24.0,9.0,15.0,0.0,1.0
,Menard,1.0,0.0,0.0,0.0,1.0,5.0,3.0,2.0,0.0,1.0
,Milam,12.0,0.0,1.0,1.0,10.0,94.0,27.0,61.0,6.0,2.0
,Mills,2.0,0.0,0.0,0.0,2.0,22.0,12.0,8.0,2.0,0.0
,Mitchell,1.0,0.0,0.0,0.0,1.0,33.0,12.0,20.0,1.0,0.0
,Montague,49.0,0.0,2.0,0.0,47.0,126.0,52.0,58.0,16.0,0.0
,Moore,9.0,0.0,0.0,0.0,9.0,39.0,13.0,20.0,6.0,0.0
,Morris,10.0,1.0,3.0,0.0,6.0,64.0,27.0,31.0,6.0,0.0
,Nacogdoches,63.0,1.0,11.0,1.0,50.0,248.0,92.0,139.0,17.0,3.0
,Navarro6,55.0,2.0,16.0,2.0,35.0,326.0,162.0,143.0,21.0,3.0
,Nolan,6.0,0.0,0.0,0.0,6.0,50.0,22.0,22.0,6.0,1.0
,Ochiltree,0.0,0.0,0.0,0.0,0.0,25.0,8.0,12.0,5.0,0.0
,Palo Pinto,7.0,0.0,0.0,0.0,7.0,108.0,50.0,50.0,8.0,0.0
,Panola,43.0,2.0,2.0,3.0,36.0,284.0,68.0,184.0,32.0,2.0
,Parmer,1.0,0.0,0.0,0.0,1.0,28.0,11.0,13.0,4.0,0.0
,Pecos,6.0,0.0,0.0,0.0,6.0,72.0,16.0,52.0,4.0,0.0
,Polk,82.0,5.0,40.0,3.0,34.0,579.0,177.0,350.0,52.0,2.0
,Presidio,1.0,0.0,0.0,0.0,1.0,11.0,5.0,6.0,0.0,0.0
,Rains,19.0,0.0,3.0,0.0,16.0,94.0,35.0,46.0,13.0,0.0
,Reagan,6.0,0.0,0.0,0.0,6.0,58.0,10.0,45.0,3.0,0.0
,Real,2.0,0.0,0.0,0.0,2.0,50.0,13.0,35.0,2.0,0.0
,Red River,10.0,0.0,0.0,0.0,10.0,69.0,30.0,32.0,7.0,3.0
,Reeves,3.0,0.0,0.0,0.0,3.0,100.0,1.0,98.0,1.0,0.0
,Refugio,5.0,0.0,1.0,0.0,4.0,20.0,3.0,17.0,0.0,1.0
,Roberts,1.0,0.0,0.0,0.0,1.0,6.0,4.0,2.0,0.0,0.0
,Runnels,5.0,0.0,0.0,0.0,5.0,19.0,8.0,10.0,1.0,0.0
,Sabine,36.0,0.0,4.0,2.0,30.0,123.0,35.0,74.0,14.0,1.0
,San Augustine,27.0,1.0,4.0,0.0,22.0,61.0,26.0,20.0,15.0,0.0
,San Jacinto,56.0,0.0,27.0,3.0,26.0,466.0,195.0,198.0,73.0,0.0
,Schleicher,2.0,0.0,1.0,0.0,1.0,31.0,8.0,22.0,1.0,0.0
,Scurry,4.0,0.0,3.0,0.0,1.0,51.0,19.0,28.0,4.0,0.0
,Shelby,42.0,2.0,4.0,1.0,35.0,219.0,74.0,130.0,15.0,2.0
,Sherman,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,3.0,0.0
,Starr,94.0,1.0,24.0,7.0,62.0,292.0,117.0,140.0,35.0,6.0
,Stephens,4.0,0.0,1.0,0.0,3.0,22.0,9.0,8.0,5.0,0.0
,Sterling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Stonewall,0.0,0.0,0.0,0.0,0.0,8.0,3.0,5.0,0.0,0.0
,Sutton,1.0,0.0,0.0,0.0,1.0,13.0,5.0,6.0,2.0,1.0
,Swisher,1.0,0.0,0.0,0.0,1.0,10.0,3.0,4.0,3.0,0.0
,Terry,0.0,0.0,0.0,0.0,0.0,45.0,9.0,27.0,9.0,0.0
,Throckmorton,2.0,0.0,0.0,0.0,2.0,6.0,5.0,0.0,1.0,0.0
,Titus,61.0,2.0,12.0,4.0,43.0,183.0,74.0,101.0,8.0,1.0
,Trinity,23.0,0.0,3.0,1.0,19.0,184.0,52.0,108.0,24.0,3.0
,Tyler,90.0,2.0,8.0,2.0,78.0,317.0,163.0,114.0,40.0,5.0
,Upton,8.0,0.0,1.0,0.0,7.0,20.0,2.0,18.0,0.0,0.0
,Uvalde,6.0,0.0,0.0,0.0,6.0,78.0,26.0,48.0,4.0,1.0
,Val Verde,33.0,1.0,8.0,1.0,23.0,103.0,36.0,65.0,2.0,0.0
,Van Zandt,0.0,0.0,0.0,0.0,0.0,251.0,130.0,114.0,7.0,0.0
,Walker,73.0,3.0,24.0,7.0,39.0,208.0,91.0,85.0,32.0,0.0
,Ward,61.0,0.0,14.0,1.0,46.0,113.0,36.0,69.0,8.0,1.0
,Washington,26.0,1.0,3.0,1.0,21.0,155.0,67.0,75.0,13.0,1.0
,Wharton,78.0,1.0,12.0,7.0,58.0,286.0,87.0,162.0,37.0,0.0
,Wheeler,5.0,0.0,0.0,0.0,5.0,30.0,6.0,21.0,3.0,1.0
,Wilbarger,3.0,0.0,0.0,0.0,3.0,13.0,10.0,2.0,1.0,0.0
,Willacy,53.0,1.0,10.0,1.0,41.0,171.0,57.0,108.0,6.0,2.0
,Winkler,2.0,1.0,1.0,0.0,0.0,40.0,4.0,33.0,3.0,0.0
,Wood,41.0,0.0,19.0,1.0,21.0,260.0,124.0,114.0,22.0,0.0
,Yoakum,5.0,0.0,4.0,0.0,1.0,28.0,8.0,15.0,5.0,1.0
,Young,3.0,0.0,0.0,0.0,3.0,22.0,6.0,14.0,2.0,1.0
,Zapata,25.0,0.0,0.0,4.0,21.0,258.0,113.0,135.0,10.0,0.0
,Zavala,15.0,0.0,3.0,0.0,12.0,64.0,19.0,37.0,8.0,0.0
UTAH - Metropolitan Counties,Box Elder,13.0,0.0,3.0,4.0,6.0,191.0,38.0,136.0,17.0,0.0
,Cache,28.0,0.0,10.0,1.0,17.0,217.0,50.0,131.0,36.0,1.0
,Davis,36.0,1.0,9.0,0.0,26.0,209.0,34.0,158.0,17.0,0.0
,Juab,6.0,0.0,2.0,0.0,4.0,63.0,22.0,32.0,9.0,0.0
,Salt Lake County Unified Police Department,887.0,13.0,177.0,216.0,481.0,11776.0,1724.0,8304.0,1748.0,33.0
,Tooele6,29.0,1.0,7.0,1.0,20.0,265.0,39.0,217.0,9.0,0.0
,Utah,56.0,1.0,22.0,4.0,29.0,429.0,79.0,325.0,25.0,2.0
,Washington,26.0,0.0,7.0,1.0,18.0,110.0,25.0,75.0,10.0,0.0
,Weber,51.0,2.0,17.0,10.0,22.0,1020.0,238.0,692.0,90.0,5.0
UTAH - Nonmetropolitan Counties,Beaver,5.0,1.0,0.0,1.0,3.0,103.0,21.0,75.0,7.0,0.0
,Carbon,13.0,0.0,2.0,0.0,11.0,102.0,21.0,76.0,5.0,0.0
,Daggett6,0.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,0.0,0.0
,Duchesne,34.0,2.0,9.0,0.0,23.0,305.0,69.0,170.0,66.0,3.0
,Iron,26.0,0.0,7.0,0.0,19.0,110.0,42.0,54.0,14.0,2.0
,Kane,8.0,0.0,1.0,1.0,6.0,8.0,4.0,4.0,0.0,0.0
,Millard,25.0,0.0,7.0,0.0,18.0,191.0,30.0,143.0,18.0,1.0
,Rich,3.0,0.0,0.0,0.0,3.0,29.0,13.0,16.0,0.0,0.0
,San Juan,5.0,0.0,3.0,0.0,2.0,73.0,22.0,47.0,4.0,0.0
,Sanpete,2.0,0.0,0.0,0.0,2.0,108.0,24.0,78.0,6.0,1.0
,Sevier,7.0,0.0,2.0,0.0,5.0,137.0,17.0,110.0,10.0,0.0
,Summit,34.0,0.0,4.0,1.0,29.0,498.0,45.0,430.0,23.0,0.0
,Uintah,40.0,0.0,15.0,0.0,25.0,214.0,52.0,144.0,18.0,0.0
,Wasatch,16.0,0.0,1.0,0.0,15.0,79.0,24.0,50.0,5.0,0.0
VERMONT - Metropolitan Counties,Franklin,26.0,0.0,14.0,3.0,9.0,55.0,14.0,41.0,0.0,0.0
,Grand Isle,1.0,0.0,0.0,0.0,1.0,38.0,8.0,29.0,1.0,0.0
VERMONT - Nonmetropolitan Counties,Bennington,1.0,0.0,0.0,0.0,1.0,7.0,4.0,3.0,0.0,0.0
,Essex,0.0,0.0,0.0,0.0,0.0,19.0,13.0,5.0,1.0,0.0
,Lamoille,13.0,0.0,3.0,0.0,10.0,51.0,4.0,47.0,0.0,0.0
,Orange,3.0,0.0,2.0,0.0,1.0,10.0,1.0,9.0,0.0,1.0
,Orleans,0.0,0.0,0.0,0.0,0.0,22.0,4.0,18.0,0.0,0.0
,Rutland,3.0,0.0,1.0,0.0,2.0,20.0,3.0,17.0,0.0,0.0
,Washington,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
,Windham,1.0,0.0,0.0,0.0,1.0,41.0,4.0,37.0,0.0,0.0
,Windsor,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,0.0
VIRGINIA - Metropolitan Counties,Albemarle County Police Department,100.0,5.0,44.0,11.0,40.0,1261.0,144.0,1038.0,79.0,4.0
,Amelia,22.0,1.0,3.0,6.0,12.0,159.0,35.0,109.0,15.0,0.0
,Amherst,40.0,0.0,4.0,5.0,31.0,334.0,31.0,276.0,27.0,0.0
,Appomattox,3.0,0.0,0.0,2.0,1.0,79.0,15.0,58.0,6.0,0.0
,Arlington County Police Department,359.0,5.0,71.0,73.0,210.0,2913.0,157.0,2610.0,146.0,3.0
,Augusta,79.0,1.0,26.0,5.0,47.0,876.0,209.0,581.0,86.0,2.0
,Bedford,64.0,1.0,11.0,4.0,48.0,560.0,122.0,395.0,43.0,2.0
,Botetourt,34.0,1.0,9.0,1.0,23.0,210.0,31.0,161.0,18.0,1.0
,Buckingham,16.0,1.0,1.0,0.0,14.0,128.0,22.0,84.0,22.0,2.0
,Campbell,76.0,1.0,24.0,7.0,44.0,744.0,125.0,555.0,64.0,4.0
,Caroline,39.0,0.0,16.0,3.0,20.0,259.0,55.0,204.0,0.0,1.0
,Charles City,17.0,0.0,3.0,2.0,12.0,54.0,6.0,41.0,7.0,0.0
,Chesterfield County Police Department,437.0,10.0,97.0,160.0,170.0,6208.0,837.0,5005.0,366.0,42.0
,Clarke,4.0,1.0,1.0,1.0,1.0,75.0,13.0,57.0,5.0,1.0
,Craig,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0
,Culpeper,26.0,0.0,3.0,4.0,19.0,171.0,36.0,121.0,14.0,2.0
,Dinwiddie,59.0,0.0,6.0,4.0,49.0,270.0,53.0,202.0,15.0,3.0
,Fairfax County Police Department,1048.0,19.0,183.0,430.0,416.0,13925.0,761.0,12444.0,720.0,26.0
,Fauquier,43.0,1.0,16.0,1.0,25.0,369.0,63.0,299.0,7.0,12.0
,Floyd,29.0,0.0,10.0,0.0,19.0,103.0,30.0,63.0,10.0,2.0
,Fluvanna,38.0,0.0,6.0,5.0,27.0,135.0,17.0,105.0,13.0,0.0
,Franklin,61.0,7.0,20.0,4.0,30.0,560.0,104.0,388.0,68.0,8.0
,Frederick,90.0,0.0,38.0,18.0,34.0,1143.0,148.0,934.0,61.0,1.0
,Giles,24.0,0.0,8.0,0.0,16.0,81.0,18.0,60.0,3.0,0.0
,Gloucester,29.0,2.0,7.0,4.0,16.0,418.0,30.0,355.0,33.0,2.0
,Greene,15.0,0.0,2.0,3.0,10.0,221.0,24.0,183.0,14.0,2.0
,Hanover,101.0,2.0,29.0,8.0,62.0,1007.0,45.0,918.0,44.0,2.0
,Henrico County Police Department,556.0,25.0,60.0,160.0,311.0,7677.0,799.0,6355.0,523.0,27.0
,Isle of Wight,28.0,2.0,0.0,3.0,23.0,259.0,56.0,189.0,14.0,1.0
,James City County Police Department,100.0,4.0,18.0,22.0,56.0,1068.0,86.0,956.0,26.0,4.0
,King William,8.0,0.0,0.0,0.0,8.0,89.0,11.0,77.0,1.0,0.0
,Loudoun,319.0,2.0,153.0,45.0,119.0,2754.0,144.0,2469.0,141.0,38.0
,Mathews,2.0,1.0,1.0,0.0,0.0,56.0,10.0,44.0,2.0,0.0
,Montgomery,43.0,2.0,15.0,1.0,25.0,254.0,56.0,175.0,23.0,2.0
,Nelson,25.0,1.0,8.0,1.0,15.0,156.0,32.0,114.0,10.0,0.0
,New Kent,25.0,0.0,9.0,4.0,12.0,205.0,28.0,167.0,10.0,3.0
,Powhatan,13.0,0.0,4.0,0.0,9.0,225.0,31.0,181.0,13.0,2.0
,Prince George County Police Department,60.0,1.0,17.0,13.0,29.0,398.0,65.0,299.0,34.0,0.0
,Prince William County Police Department,950.0,4.0,148.0,243.0,555.0,5343.0,499.0,4438.0,406.0,29.0
,Pulaski,50.0,1.0,9.0,1.0,39.0,586.0,77.0,495.0,14.0,1.0
,Rappahannock,2.0,0.0,1.0,0.0,1.0,18.0,3.0,14.0,1.0,0.0
,Roanoke County Police Department,153.0,0.0,30.0,18.0,105.0,1253.0,170.0,1028.0,55.0,4.0
,Rockingham,40.0,1.0,19.0,0.0,20.0,367.0,95.0,255.0,17.0,5.0
,Scott,15.0,0.0,6.0,1.0,8.0,195.0,65.0,116.0,14.0,5.0
,Spotsylvania,226.0,4.0,50.0,26.0,146.0,1860.0,201.0,1530.0,129.0,4.0
,Stafford,286.0,4.0,84.0,29.0,169.0,1829.0,195.0,1541.0,93.0,8.0
,Sussex,16.0,2.0,3.0,4.0,7.0,89.0,17.0,67.0,5.0,1.0
,Warren,30.0,1.0,17.0,1.0,11.0,225.0,26.0,191.0,8.0,2.0
,Washington,57.0,5.0,10.0,2.0,40.0,647.0,105.0,494.0,48.0,4.0
,York,106.0,4.0,39.0,21.0,42.0,1093.0,122.0,932.0,39.0,3.0
VIRGINIA - Nonmetropolitan Counties,Accomack,37.0,1.0,11.0,8.0,17.0,312.0,102.0,193.0,17.0,1.0
,Alleghany,9.0,0.0,2.0,0.0,7.0,59.0,18.0,33.0,8.0,0.0
,Bath,3.0,1.0,0.0,0.0,2.0,17.0,2.0,15.0,0.0,0.0
,Bland,3.0,0.0,1.0,0.0,2.0,25.0,5.0,18.0,2.0,0.0
,Brunswick,18.0,0.0,1.0,3.0,14.0,82.0,30.0,45.0,7.0,3.0
,Buchanan,54.0,1.0,15.0,2.0,36.0,300.0,90.0,190.0,20.0,3.0
,Carroll,20.0,0.0,3.0,4.0,13.0,317.0,89.0,178.0,50.0,2.0
,Charlotte,16.0,0.0,6.0,1.0,9.0,105.0,32.0,61.0,12.0,0.0
,Cumberland,12.0,0.0,4.0,0.0,8.0,54.0,18.0,30.0,6.0,0.0
,Dickenson,17.0,1.0,11.0,0.0,5.0,78.0,16.0,52.0,10.0,6.0
,Essex,5.0,0.0,1.0,0.0,4.0,71.0,47.0,19.0,5.0,0.0
,Grayson,13.0,0.0,5.0,0.0,8.0,172.0,39.0,114.0,19.0,4.0
,Greensville,12.0,1.0,4.0,2.0,5.0,84.0,26.0,52.0,6.0,0.0
,Halifax,34.0,2.0,6.0,4.0,22.0,274.0,86.0,167.0,21.0,2.0
,Henry,128.0,0.0,16.0,13.0,99.0,1316.0,287.0,922.0,107.0,6.0
,Highland,1.0,0.0,0.0,0.0,1.0,27.0,9.0,18.0,0.0,1.0
,King and Queen,11.0,0.0,3.0,2.0,6.0,38.0,9.0,20.0,9.0,0.0
,King George,32.0,0.0,5.0,0.0,27.0,292.0,42.0,230.0,20.0,4.0
,Lancaster,29.0,0.0,6.0,0.0,23.0,87.0,21.0,61.0,5.0,0.0
,Lee,24.0,0.0,6.0,2.0,16.0,256.0,19.0,235.0,2.0,1.0
,Louisa,55.0,4.0,12.0,0.0,39.0,434.0,39.0,358.0,37.0,0.0
,Lunenburg,13.0,0.0,0.0,0.0,13.0,53.0,21.0,30.0,2.0,0.0
,Madison,10.0,1.0,5.0,1.0,3.0,89.0,12.0,74.0,3.0,1.0
,Mecklenburg,53.0,0.0,21.0,4.0,28.0,280.0,110.0,154.0,16.0,3.0
,Middlesex,14.0,1.0,8.0,0.0,5.0,150.0,20.0,114.0,16.0,5.0
,Northampton,7.0,0.0,1.0,1.0,5.0,53.0,17.0,34.0,2.0,0.0
,Northumberland,7.0,0.0,4.0,0.0,3.0,88.0,26.0,57.0,5.0,1.0
,Nottoway,11.0,1.0,4.0,0.0,6.0,80.0,19.0,55.0,6.0,1.0
,Orange,11.0,0.0,2.0,1.0,8.0,144.0,23.0,110.0,11.0,2.0
,Page,24.0,1.0,12.0,1.0,10.0,193.0,41.0,134.0,18.0,4.0
,Patrick,35.0,0.0,14.0,4.0,17.0,248.0,67.0,162.0,19.0,2.0
,Pittsylvania,61.0,2.0,22.0,6.0,31.0,406.0,113.0,277.0,16.0,2.0
,Prince Edward,26.0,1.0,6.0,0.0,19.0,87.0,32.0,53.0,2.0,0.0
,Richmond,6.0,0.0,2.0,0.0,4.0,31.0,7.0,19.0,5.0,0.0
,Rockbridge,28.0,2.0,10.0,2.0,14.0,228.0,38.0,180.0,10.0,1.0
,Russell,35.0,3.0,7.0,0.0,25.0,171.0,40.0,120.0,11.0,2.0
,Shenandoah,32.0,0.0,12.0,2.0,18.0,240.0,57.0,168.0,15.0,1.0
,Smyth,18.0,3.0,5.0,3.0,7.0,306.0,69.0,214.0,23.0,6.0
,Southampton,18.0,0.0,9.0,3.0,6.0,179.0,41.0,126.0,12.0,2.0
,Surry,4.0,0.0,1.0,1.0,2.0,33.0,5.0,24.0,4.0,0.0
,Tazewell,41.0,1.0,16.0,2.0,22.0,337.0,87.0,228.0,22.0,3.0
,Westmoreland,9.0,0.0,4.0,0.0,5.0,128.0,36.0,90.0,2.0,0.0
,Wise,42.0,1.0,22.0,3.0,16.0,281.0,47.0,209.0,25.0,2.0
,Wythe,22.0,2.0,7.0,2.0,11.0,141.0,19.0,99.0,23.0,0.0
WASHINGTON - Metropolitan Counties,Asotin,16.0,0.0,2.0,2.0,12.0,147.0,34.0,102.0,11.0,0.0
,Benton,60.0,0.0,7.0,3.0,50.0,468.0,147.0,269.0,52.0,3.0
,Chelan,32.0,1.0,9.0,4.0,18.0,521.0,171.0,312.0,38.0,1.0
