identificador,Barrio,direccion,horario,guardia,telefono
317,TETUAN-CUATRO CAMINOS,"CL BRAVO MURILLO, 108 (Cuatro Caminos)",9:30 a 23:00,0,915331219
706,TETUAN-CUATRO CAMINOS,"AV ASTURIAS, 34 (.)",9:30 a 23:00,0,912810332
493,USERA-VILLAVERDE,"CL MARCELO USERA, 114",9:30 a 9:30,1,914756729
123,USERA-VILLAVERDE,"ESQ AV LOS POBLADOS (AV ANDALUCIA, KM 6,4)",9:30 a 9:30,1,917237731
1455,VICALVARO,"CL MERCURIO,  10",9:30 a 23:00,0,917764023
1566,VICALVARO,"CL CAMPO DE LA TORRE,   1 (APE Valderribas-Vicalvaro)",9:30 a 21:30,0,917750011
931,VICALVARO,"CL BULEVAR JOSE PRAT,  35 LC.B-26",9:30 a 21:30,0,917739994
1473,VICALVARO,"CL SAN CIPRIANO,  39 (VICALVARO) (Junto a metro San Cipriano)",9:30 a 21:30,0,917765026
1533,VICALVARO,"AV GRAN VIA DEL ESTE,  16 Y 18 (METRO PUERTA ARGANDA)",9:30 a 21:30,0,917753024
1295,ARAVACA,"CL BLANCA DE CASTILLA,  11",9:30 a 9:30,1,913576914
601,ARAVACA,"AV EUROPA, 30 (ARAVACA)",9:30 a 23:00,0,913513312
2619,ARAVACA,"AV VICTORIA, S/N CEN COM SEXTA AVENIDA",9:30 a 23:00,0,913728818
1198,ARAVACA,"AV VALDEMARIN, 165 LC 4-2",9:30 a 23:00,0,913070836
19,BARAJAS-ALAMEDA DE OSUNA,"AV GENERAL,   1 (BARAJAS)",9:30 a 23:00,0,913054120
677,BARAJAS-ALAMEDA DE OSUNA,"CL AUTOGIRO,   2 ESQ. CL ALAR DEL REY",9:30 a 23:00,0,913676575
2514,BARAJAS-ALAMEDA DE OSUNA,AEROPUERTO BARAJAS TERMINAL 1 LLEGADAS SALA 2,7:00 a 23:00,0,91913055203
657,BARAJAS-ALAMEDA DE OSUNA,T4 AEROPUERTO BARAJAS LC.T2.15,7:00 a 23:00,0,913338357
1326,BARAJAS-ALAMEDA DE OSUNA,AEROPUERTO BARAJAS BULEVAR TERMINAL T2 (Antiguo Terminal Nacional),7:00 a 23:00,0,913054623
367,CARABANCHEL-LATINA,"PS EXTREMADURA, 124",9:30 a 9:30,1,914631194
2274,CARABANCHEL-LATINA,"AV LOS POBLADOS,  58 C.C.PLAZA ALUCHE LC B1-B2",9:30 a 9:30,1,915094389
1248,CARABANCHEL-LATINA,"CL OCA,  17 (Metro Oporto-salida Oca)",9:30 a 23:00,0,914714773
1358,CARABANCHEL-LATINA,"AV PADRE PIQUER,   8 (Metro Campamento)",9:30 a 23:00,0,917113442
1301,CARABANCHEL-LATINA,"CL LAS CUEVAS DE ALTAMIRA,  27-29 POR C/P. HUMA.10 (Poblado Dirigido Fuencarral)",9:30 a 23:00,0,915083485
1432,CARABANCHEL-LATINA,"CL CEBREROS,  30 (Entrada por Higueras)",9:30 a 23:00,0,914641347
913,CENTRO,"PS ACACIAS,  69 (Esquina Glorieta Piramides)",9:30 a 9:30,1,914744782
331,CENTRO,"CL MAYOR,  13",9:30 a 9:30,1,913664616
46,CENTRO,"PZ DEL ANGEL,  14 (Entre Pz Benavente y Santa Ana)",9:30 a 9:30,1,913692318
439,CENTRO,"CL GRAN VIA,  26",9:30 a 23:00,0,915213148
238,CENTRO,"PZ SAN MIGUEL,   8 (Frente mercado S.Miguel-Proximo c/Mayor)",9:30 a 23:00,0,915480618
350,CENTRO,"CL TOLEDO,  46 (Metro La Latina)",9:30 a 23:00,0,913653458
328,CENTRO,"CL ATOCHA,  25",9:30 a 23:00,0,91911498786
430,CENTRO,"CL GRAN VIA,  56",9:30 a 23:00,0,915472625
116,CENTRO,"CL PRECIADOS,  14",9:30 a 23:00,0,915213183
102,CENTRO,"PZ PUERTA DEL SOL,  14",9:30 a 23:00,0,915312514
968,CENTRO,"CL CAPITAN BLANCO ARGIBAY, 24 (.)",9:30 a 23:00,0,915710241
180,CENTRO,"CL ARENAL,  15",9:30 a 23:00,0,915484513
624,CHAMARTIN-HORTALEZA,"PZ SAGRADOS CORAZONES,   4 (Esquina a C. Espina, 5)",9:30 a 9:30,1,915649284
95,CHAMARTIN-HORTALEZA,"AV MACHUPICHU,  37 LC 2 Y 3",9:30 a 9:30,1,913887588
1773,CHAMARTIN-HORTALEZA,"CL MAR DE ARAL,   8 (Virgen de la Salud)",9:30 a 23:00,0,91910566216
1102,CHAMARTIN-HORTALEZA,"PS HABANA,   7 (Semiesq. Ps Castellana 124)",9:30 a 23:00,0,915612244
1274,CHAMARTIN-HORTALEZA,"CL VICTOR DE LA SERNA,   1 (FRENTE PARQUE DE BERLIN)",9:30 a 23:00,0,915199116
1915,CHAMARTIN-HORTALEZA,"AV PIO XII,   2 LC 21-29 CC ALCAMPO",9:30 a 23:00,0,913593662
792,CHAMARTIN-HORTALEZA,"CL MOSCATELAR, 1-Q C/V CL PUERTO DE SANTA MARIA (Detras convento Clarisas)",9:30 a 23:00,0,91914715751
412,CHAMARTIN-HORTALEZA,"CL VALDETORRES DEL JARAMA,  31 (Frente Cen. Com. Gran Via de Hortaleza)",9:30 a 23:00,0,913818898
136,CHAMBERI-MONCLOA,"CL CEA BERMUDEZ,  15",9:30 a 9:30,1,915335849
535,CHAMBERI-MONCLOA,"CL ELOY GONZALO,  31",9:30 a 9:30,1,914489932
287,CHAMBERI-MONCLOA,"CL PRINCESA,  72 (Esq.Hilarion Eslava)",9:30 a 23:00,0,915439463
589,CIUDAD LINEAL-SAN BLAS,"CL ALCALA, 321",9:30 a 9:30,1,914511284
886,CIUDAD LINEAL-SAN BLAS,"AV INSTITUCION LIBRE DE ENSEÑANZA,  21",9:30 a 9:30,1,914080164
1077,CIUDAD LINEAL-SAN BLAS,"AV DONOSTIARRA,  22 (Barrio Concepcion)",9:30 a 9:30,1,914039654
286,CIUDAD LINEAL-SAN BLAS,"CL SAN ROMUALDO,  51",9:30 a 23:00,0,913759068
743,CIUDAD LINEAL-SAN BLAS,"CL SAN TELESFORO,  45-47",9:30 a 23:00,0,913043416
967,CIUDAD LINEAL-SAN BLAS,"CL ARTURO SORIA, 142 (Entrada General Ricardos, 163 - Metro Oporto)",9:30 a 23:00,0,915106511
1289,FUENCARRAL-BARRIO DEL PILAR,"CL MARIA MAEZTU,146 C/A C/LEONOR LOPEZ CORDOBA,S/N",9:30 a 9:30,1,913487208
1870,FUENCARRAL-BARRIO DEL PILAR,"AV BETANZOS,  61 LC 416 TDA 3 (Barrio del Pilar)",9:30 a 9:30,1,913862393
2314,FUENCARRAL-BARRIO DEL PILAR,"CL MONASTERIO MONTESCLAROS, 7-B C/V A MO. ESCORIAL",9:30 a 23:00,0,914275329
598,FUENCARRAL-BARRIO DEL PILAR,"CL SAN JUAN ORTEGA,9 C/A AV STO.DOMINGO CALZADA (Antes Ctra. de Toledo)",9:30 a 23:00,0,917647232
999,FUENCARRAL-BARRIO DEL PILAR,"CL MONASTERIO DE ARLANZA,  20 (Proximo Reina Victoria)",9:30 a 23:00,0,917508042
841,FUENCARRAL-BARRIO DEL PILAR,"CL MELCHOR FERNANDEZ ALMAGRO,   8 (Barrio del Pilar)",9:30 a 23:00,0,913145644
814,FUENCARRAL-BARRIO DEL PILAR,"CL PEDRO RICO,  13 (Parque Norte)",9:30 a 23:00,0,913158710
1408,FUENCARRAL-BARRIO DEL PILAR,"CL MELCHOR FERNANDEZ ALMAGRO,  84 (Semiesq. Av Betanzos)",9:30 a 23:00,0,917384208
641,MORATALAZ,"CL FUENTE CARRANTONA,  29",9:30 a 9:30,1,915616041
1371,MORATALAZ,"CL CORREGIDOR JUAN BOBADILLA,  10 (Entrada por Camino Vinateros,119)",9:30 a 23:00,0,917732074
751,PUEBLO DE VALLECAS,"CL PUENTEDEY, 10 (.)",9:30 a 9:30,1,914944536
1890,PUEBLO DE VALLECAS,"CL REAL DE ARGANDA,  40 (Vallecas Villa)",9:30 a 9:30,1,913013297
139,PUEBLO DE VALLECAS,"PS FEDERICO GARCIA LORCA,  19 (Antes A. de los Caidos)",9:30 a 9:30,1,913320826
515,PUENTE DE VALLECAS-ENTREVIAS,"AV MONTE IGUELDO,  14",9:30 a 9:30,1,914339315
1764,PUENTE DE VALLECAS-ENTREVIAS,"AV PABLO NERUDA,  91-97 CEN COM MADRID SUR",9:30 a 9:30,1,915079484
124,PUENTE DE VALLECAS-ENTREVIAS,"CL CLEOPATRA,   6",9:30 a 23:00,0,915073257
2336,RETIRO-ARGANZUELA,"PS SANTA MARIA DE LA CABEZA,  64 LC II",9:30 a 9:30,1,914730672
187,RETIRO-ARGANZUELA,"AV MENENDEZ PELAYO,  45",9:30 a 9:30,1,914095759
2128,RETIRO-ARGANZUELA,"CL BRONCE,   4C LC9",9:30 a 9:30,1,914610270
2360,RETIRO-ARGANZUELA,"PS DELICIAS,   5 (Altura 41 Ps Yeserias)",9:30 a 9:30,1,914740702
1035,RETIRO-ARGANZUELA,"CL MENDEZ ALVARO,  64 A",9:30 a 23:00,0,914677535
1454,RETIRO-ARGANZUELA,"AV MEDITERRANEO,  22",9:30 a 23:00,0,914337580
892,SALAMANCA-VENTAS,"CL FRANCISCO SILVELA,  36",9:30 a 9:30,1,913563573
524,SALAMANCA-VENTAS,"CL GOYA,  89",9:30 a 9:30,1,914354958
279,SALAMANCA-VENTAS,"CL VELAZQUEZ,  70",9:30 a 23:00,0,914351347
551,SALAMANCA-VENTAS,"CL CONDE DE PEÑALVER,  34 (Esquina a D. Ramon de la Cruz)",9:30 a 23:00,0,914010968
289,SALAMANCA-VENTAS,"CL ALCALA, 172 (Entre Manuel Becerra y Ventas)",9:30 a 23:00,0,911626491
363,SALAMANCA-VENTAS,"CL CONDE DE PEÑALVER,  27 (Metro Goya)",9:30 a 23:00,0,914024301
126,SALAMANCA-VENTAS,"CL CONDE DE PEÑALVER,  80 (Semiesquina a Juan Bravo)",9:30 a 23:00,0,914021171
119,SALAMANCA-VENTAS,"CL NARVAEZ,   3 (Esquina a Goya)",9:30 a 23:00,0,915770032
333,SALAMANCA-VENTAS,"CL ALCALA, 173 (Esquina a Montesa)",9:30 a 23:00,0,914013639
1346,TETUAN-CUATRO CAMINOS,"PS CASTELLANA, 181",9:30 a 9:30,1,915704891
317,TETUAN-CUATRO CAMINOS,"CL BRAVO MURILLO, 108 (Cuatro Caminos)",9:30 a 23:00,0,915331219
493,USERA-VILLAVERDE,"CL MARCELO USERA, 114",9:30 a 9:30,1,914756729
123,USERA-VILLAVERDE,"ESQ AV LOS POBLADOS (AV ANDALUCIA, KM 6,4)",9:30 a 9:30,1,917237731
1455,VICALVARO,"CL MERCURIO,  10",9:30 a 23:00,0,917764023
1566,VICALVARO,"CL CAMPO DE LA TORRE,   1 (APE Valderribas-Vicalvaro)",9:30 a 21:30,0,917750011
931,VICALVARO,"CL BULEVAR JOSE PRAT,  35 LC.B-26",9:30 a 21:30,0,917739994
1473,VICALVARO,"CL SAN CIPRIANO,  39 (VICALVARO) (Junto a metro San Cipriano)",9:30 a 21:30,0,917765026
1533,VICALVARO,"AV GRAN VIA DEL ESTE,  16 Y 18 (METRO PUERTA ARGANDA)",9:30 a 21:30,0,917753024
1295,ARAVACA,"CL BLANCA DE CASTILLA,  11",9:30 a 9:30,1,913576914
601,ARAVACA,"AV EUROPA, 30 (ARAVACA)",9:30 a 23:00,0,913513312
2619,ARAVACA,"AV VICTORIA, S/N CEN COM SEXTA AVENIDA",9:30 a 23:00,0,913728818
1198,ARAVACA,"AV VALDEMARIN, 165 LC 4-2",9:30 a 23:00,0,913070836
19,BARAJAS-ALAMEDA DE OSUNA,"AV GENERAL,   1 (BARAJAS)",9:30 a 23:00,0,913054120
677,BARAJAS-ALAMEDA DE OSUNA,"CL AUTOGIRO,   2 ESQ. CL ALAR DEL REY",9:30 a 23:00,0,913676575
2514,BARAJAS-ALAMEDA DE OSUNA,AEROPUERTO BARAJAS TERMINAL 1 LLEGADAS SALA 2,7:00 a 23:00,0,91913055203
657,BARAJAS-ALAMEDA DE OSUNA,T4 AEROPUERTO BARAJAS LC.T2.15,7:00 a 23:00,0,913338357
1326,BARAJAS-ALAMEDA DE OSUNA,AEROPUERTO BARAJAS BULEVAR TERMINAL T2 (Antiguo Terminal Nacional),7:00 a 23:00,0,913054623
2274,CARABANCHEL-LATINA,"AV LOS POBLADOS,  58 C.C.PLAZA ALUCHE LC B1-B2",9:30 a 9:30,1,915094389
367,CARABANCHEL-LATINA,"PS EXTREMADURA, 124",9:30 a 9:30,1,914631194
1248,CARABANCHEL-LATINA,"CL OCA,  17 (Metro Oporto-salida Oca)",9:30 a 23:00,0,914714773
1358,CARABANCHEL-LATINA,"AV PADRE PIQUER,   8 (Metro Campamento)",9:30 a 23:00,0,917113442
1301,CARABANCHEL-LATINA,"CL LAS CUEVAS DE ALTAMIRA,  27-29 POR C/P. HUMA.10 (Poblado Dirigido Fuencarral)",9:30 a 23:00,0,915083485
913,CENTRO,"PS ACACIAS,  69 (Esquina Glorieta Piramides)",9:30 a 9:30,1,914744782
331,CENTRO,"CL MAYOR,  13",9:30 a 9:30,1,913664616
46,CENTRO,"PZ DEL ANGEL,  14 (Entre Pz Benavente y Santa Ana)",9:30 a 9:30,1,913692318
439,CENTRO,"CL GRAN VIA,  26",9:30 a 23:00,0,915213148
238,CENTRO,"PZ SAN MIGUEL,   8 (Frente mercado S.Miguel-Proximo c/Mayor)",9:30 a 23:00,0,915480618
350,CENTRO,"CL TOLEDO,  46 (Metro La Latina)",9:30 a 23:00,0,913653458
328,CENTRO,"CL ATOCHA,  25",9:30 a 23:00,0,91911498786
430,CENTRO,"CL GRAN VIA,  56",9:30 a 23:00,0,915472625
116,CENTRO,"CL PRECIADOS,  14",9:30 a 23:00,0,915213183
102,CENTRO,"PZ PUERTA DEL SOL,  14",9:30 a 23:00,0,915312514
968,CENTRO,"CL CAPITAN BLANCO ARGIBAY, 24 (.)",9:30 a 23:00,0,915710241
180,CENTRO,"CL ARENAL,  15",9:30 a 23:00,0,915484513
624,CHAMARTIN-HORTALEZA,"PZ SAGRADOS CORAZONES,   4 (Esquina a C. Espina, 5)",9:30 a 9:30,1,915649284
95,CHAMARTIN-HORTALEZA,"AV MACHUPICHU,  37 LC 2 Y 3",9:30 a 9:30,1,913887588
1773,CHAMARTIN-HORTALEZA,"CL MAR DE ARAL,   8 (Virgen de la Salud)",9:30 a 23:00,0,91910566216
1102,CHAMARTIN-HORTALEZA,"PS HABANA,   7 (Semiesq. Ps Castellana 124)",9:30 a 23:00,0,915612244
1274,CHAMARTIN-HORTALEZA,"CL VICTOR DE LA SERNA,   1 (FRENTE PARQUE DE BERLIN)",9:30 a 23:00,0,915199116
1915,CHAMARTIN-HORTALEZA,"AV PIO XII,   2 LC 21-29 CC ALCAMPO",9:30 a 23:00,0,913593662
792,CHAMARTIN-HORTALEZA,"CL MOSCATELAR, 1-Q C/V CL PUERTO DE SANTA MARIA (Detras convento Clarisas)",9:30 a 23:00,0,91914715751
412,CHAMARTIN-HORTALEZA,"CL VALDETORRES DEL JARAMA,  31 (Frente Cen. Com. Gran Via de Hortaleza)",9:30 a 23:00,0,913818898
136,CHAMBERI-MONCLOA,"CL CEA BERMUDEZ,  15",9:30 a 9:30,1,915335849
1412,CHAMBERI-MONCLOA,"CL MELENDEZ VALDES,  68",9:30 a 23:00,0,915434248
886,CIUDAD LINEAL-SAN BLAS,"AV INSTITUCION LIBRE DE ENSEÑANZA,  21",9:30 a 9:30,1,914080164
1077,CIUDAD LINEAL-SAN BLAS,"AV DONOSTIARRA,  22 (Barrio Concepcion)",9:30 a 9:30,1,914039654
589,CIUDAD LINEAL-SAN BLAS,"CL ALCALA, 321",9:30 a 9:30,1,914511284
286,CIUDAD LINEAL-SAN BLAS,"CL SAN ROMUALDO,  51",9:30 a 23:00,0,913759068
1289,FUENCARRAL-BARRIO DEL PILAR,"CL MARIA MAEZTU,146 C/A C/LEONOR LOPEZ CORDOBA,S/N",9:30 a 9:30,1,913487208
1870,FUENCARRAL-BARRIO DEL PILAR,"AV BETANZOS,  61 LC 416 TDA 3 (Barrio del Pilar)",9:30 a 9:30,1,913862393
2314,FUENCARRAL-BARRIO DEL PILAR,"CL MONASTERIO MONTESCLAROS, 7-B C/V A MO. ESCORIAL",9:30 a 23:00,0,914275329
641,MORATALAZ,"CL FUENTE CARRANTONA,  29",9:30 a 9:30,1,915616041
1371,MORATALAZ,"CL CORREGIDOR JUAN BOBADILLA,  10 (Entrada por Camino Vinateros,119)",9:30 a 23:00,0,917732074
751,PUEBLO DE VALLECAS,"CL PUENTEDEY, 10 (.)",9:30 a 9:30,1,914944536
1890,PUEBLO DE VALLECAS,"CL REAL DE ARGANDA,  40 (Vallecas Villa)",9:30 a 9:30,1,913013297
139,PUEBLO DE VALLECAS,"PS FEDERICO GARCIA LORCA,  19 (Antes A. de los Caidos)",9:30 a 9:30,1,913320826
515,PUENTE DE VALLECAS-ENTREVIAS,"AV MONTE IGUELDO,  14",9:30 a 9:30,1,914339315
1764,PUENTE DE VALLECAS-ENTREVIAS,"AV PABLO NERUDA,  91-97 CEN COM MADRID SUR",9:30 a 9:30,1,915079484
124,PUENTE DE VALLECAS-ENTREVIAS,"CL CLEOPATRA,   6",9:30 a 23:00,0,915073257
2336,RETIRO-ARGANZUELA,"PS SANTA MARIA DE LA CABEZA,  64 LC II",9:30 a 9:30,1,914730672
187,RETIRO-ARGANZUELA,"AV MENENDEZ PELAYO,  45",9:30 a 9:30,1,914095759
2128,RETIRO-ARGANZUELA,"CL BRONCE,   4C LC9",9:30 a 9:30,1,914610270
2360,RETIRO-ARGANZUELA,"PS DELICIAS,   5 (Altura 41 Ps Yeserias)",9:30 a 9:30,1,914740702
1035,RETIRO-ARGANZUELA,"CL MENDEZ ALVARO,  64 A",9:30 a 23:00,0,914677535
1454,RETIRO-ARGANZUELA,"AV MEDITERRANEO,  22",9:30 a 23:00,0,914337580
892,SALAMANCA-VENTAS,"CL FRANCISCO SILVELA,  36",9:30 a 9:30,1,913563573
524,SALAMANCA-VENTAS,"CL GOYA,  89",9:30 a 9:30,1,914354958
279,SALAMANCA-VENTAS,"CL VELAZQUEZ,  70",9:30 a 23:00,0,914351347
551,SALAMANCA-VENTAS,"CL CONDE DE PEÑALVER,  34 (Esquina a D. Ramon de la Cruz)",9:30 a 23:00,0,914010968
289,SALAMANCA-VENTAS,"CL ALCALA, 172 (Entre Manuel Becerra y Ventas)",9:30 a 23:00,0,911626491
363,SALAMANCA-VENTAS,"CL CONDE DE PEÑALVER,  27 (Metro Goya)",9:30 a 23:00,0,914024301
126,SALAMANCA-VENTAS,"CL CONDE DE PEÑALVER,  80 (Semiesquina a Juan Bravo)",9:30 a 23:00,0,914021171
119,SALAMANCA-VENTAS,"CL NARVAEZ,   3 (Esquina a Goya)",9:30 a 23:00,0,915770032
333,SALAMANCA-VENTAS,"CL ALCALA, 173 (Esquina a Montesa)",9:30 a 23:00,0,914013639
1346,TETUAN-CUATRO CAMINOS,"PS CASTELLANA, 181",9:30 a 9:30,1,915704891
493,USERA-VILLAVERDE,"CL MARCELO USERA, 114",9:30 a 9:30,1,914756729
123,USERA-VILLAVERDE,"ESQ AV LOS POBLADOS (AV ANDALUCIA, KM 6,4)",9:30 a 9:30,1,917237731
1455,VICALVARO,"CL MERCURIO,  10",9:30 a 23:00,0,917764023
1566,VICALVARO,"CL CAMPO DE LA TORRE,   1 (APE Valderribas-Vicalvaro)",9:30 a 21:30,0,917750011
931,VICALVARO,"CL BULEVAR JOSE PRAT,  35 LC.B-26",9:30 a 21:30,0,917739994
1473,VICALVARO,"CL SAN CIPRIANO,  39 (VICALVARO) (Junto a metro San Cipriano)",9:30 a 21:30,0,917765026
1533,VICALVARO,"AV GRAN VIA DEL ESTE,  16 Y 18 (METRO PUERTA ARGANDA)",9:30 a 21:30,0,917753024
1295,ARAVACA,"CL BLANCA DE CASTILLA,  11",9:30 a 9:30,1,913576914
606,ARAVACA,"AV OSA MAYOR,  73 (ARAVACA)",9:30 a 23:00,0,913070059
19,BARAJAS-ALAMEDA DE OSUNA,"AV GENERAL,   1 (BARAJAS)",9:30 a 23:00,0,913054120
677,BARAJAS-ALAMEDA DE OSUNA,"CL AUTOGIRO,   2 ESQ. CL ALAR DEL REY",9:30 a 23:00,0,913676575
2514,BARAJAS-ALAMEDA DE OSUNA,AEROPUERTO BARAJAS TERMINAL 1 LLEGADAS SALA 2,7:00 a 23:00,0,91913055203
657,BARAJAS-ALAMEDA DE OSUNA,T4 AEROPUERTO BARAJAS LC.T2.15,7:00 a 23:00,0,913338357
1326,BARAJAS-ALAMEDA DE OSUNA,AEROPUERTO BARAJAS BULEVAR TERMINAL T2 (Antiguo Terminal Nacional),7:00 a 23:00,0,913054623
2274,CARABANCHEL-LATINA,"AV LOS POBLADOS,  58 C.C.PLAZA ALUCHE LC B1-B2",9:30 a 9:30,1,915094389
367,CARABANCHEL-LATINA,"PS EXTREMADURA, 124",9:30 a 9:30,1,914631194
1248,CARABANCHEL-LATINA,"CL OCA,  17 (Metro Oporto-salida Oca)",9:30 a 23:00,0,914714773
1358,CARABANCHEL-LATINA,"AV PADRE PIQUER,   8 (Metro Campamento)",9:30 a 23:00,0,917113442
1301,CARABANCHEL-LATINA,"CL LAS CUEVAS DE ALTAMIRA,  27-29 POR C/P. HUMA.10 (Poblado Dirigido Fuencarral)",9:30 a 23:00,0,915083485
913,CENTRO,"PS ACACIAS,  69 (Esquina Glorieta Piramides)",9:30 a 9:30,1,914744782
331,CENTRO,"CL MAYOR,  13",9:30 a 9:30,1,913664616
46,CENTRO,"PZ DEL ANGEL,  14 (Entre Pz Benavente y Santa Ana)",9:30 a 9:30,1,913692318
439,CENTRO,"CL GRAN VIA,  26",9:30 a 23:00,0,915213148
238,CENTRO,"PZ SAN MIGUEL,   8 (Frente mercado S.Miguel-Proximo c/Mayor)",9:30 a 23:00,0,915480618
350,CENTRO,"CL TOLEDO,  46 (Metro La Latina)",9:30 a 23:00,0,913653458
328,CENTRO,"CL ATOCHA,  25",9:30 a 23:00,0,91911498786
430,CENTRO,"CL GRAN VIA,  56",9:30 a 23:00,0,915472625
116,CENTRO,"CL PRECIADOS,  14",9:30 a 23:00,0,915213183
102,CENTRO,"PZ PUERTA DEL SOL,  14",9:30 a 23:00,0,915312514
968,CENTRO,"CL CAPITAN BLANCO ARGIBAY, 24 (.)",9:30 a 23:00,0,915710241
180,CENTRO,"CL ARENAL,  15",9:30 a 23:00,0,915484513
624,CHAMARTIN-HORTALEZA,"PZ SAGRADOS CORAZONES,   4 (Esquina a C. Espina, 5)",9:30 a 9:30,1,915649284
95,CHAMARTIN-HORTALEZA,"AV MACHUPICHU,  37 LC 2 Y 3",9:30 a 9:30,1,913887588
1773,CHAMARTIN-HORTALEZA,"CL MAR DE ARAL,   8 (Virgen de la Salud)",9:30 a 23:00,0,91910566216
1102,CHAMARTIN-HORTALEZA,"PS HABANA,   7 (Semiesq. Ps Castellana 124)",9:30 a 23:00,0,915612244
1274,CHAMARTIN-HORTALEZA,"CL VICTOR DE LA SERNA,   1 (FRENTE PARQUE DE BERLIN)",9:30 a 23:00,0,915199116
1915,CHAMARTIN-HORTALEZA,"AV PIO XII,   2 LC 21-29 CC ALCAMPO",9:30 a 23:00,0,913593662
792,CHAMARTIN-HORTALEZA,"CL MOSCATELAR, 1-Q C/V CL PUERTO DE SANTA MARIA (Detras convento Clarisas)",9:30 a 23:00,0,91914715751
412,CHAMARTIN-HORTALEZA,"CL VALDETORRES DEL JARAMA,  31 (Frente Cen. Com. Gran Via de Hortaleza)",9:30 a 23:00,0,913818898
535,CHAMBERI-MONCLOA,"CL ELOY GONZALO,  31",9:30 a 9:30,1,914489932
136,CHAMBERI-MONCLOA,"CL CEA BERMUDEZ,  15",9:30 a 9:30,1,915335849
525,CHAMBERI-MONCLOA,"CL PRINCESA,  30",9:30 a 23:00,0,915423388
287,CHAMBERI-MONCLOA,"CL PRINCESA,  72 (Esq.Hilarion Eslava)",9:30 a 23:00,0,915439463
509,CHAMBERI-MONCLOA,"CL BLASCO DE GARAY,   5 (Semiesquina Alberto Aguilera)",9:30 a 23:00,0,915474731
55,CHAMBERI-MONCLOA,"CL FERRAZ,  13",9:30 a 23:00,0,915470572
589,CIUDAD LINEAL-SAN BLAS,"CL ALCALA, 321",9:30 a 9:30,1,914511284
886,CIUDAD LINEAL-SAN BLAS,"AV INSTITUCION LIBRE DE ENSEÑANZA,  21",9:30 a 9:30,1,914080164
1077,CIUDAD LINEAL-SAN BLAS,"AV DONOSTIARRA,  22 (Barrio Concepcion)",9:30 a 9:30,1,914039654
286,CIUDAD LINEAL-SAN BLAS,"CL SAN ROMUALDO,  51",9:30 a 23:00,0,913759068
743,CIUDAD LINEAL-SAN BLAS,"CL SAN TELESFORO,  45-47",9:30 a 23:00,0,913043416
967,CIUDAD LINEAL-SAN BLAS,"CL ARTURO SORIA, 142 (Entrada General Ricardos, 163 - Metro Oporto)",9:30 a 23:00,0,915106511
1870,FUENCARRAL-BARRIO DEL PILAR,"AV BETANZOS,  61 LC 416 TDA 3 (Barrio del Pilar)",9:30 a 9:30,1,913862393
814,FUENCARRAL-BARRIO DEL PILAR,"CL PEDRO RICO,  13 (Parque Norte)",9:30 a 23:00,0,913158710
641,MORATALAZ,"CL FUENTE CARRANTONA,  29",9:30 a 9:30,1,915616041
1088,MORATALAZ,"CL FUENTE CARRANTONA, 47-49 (FINAL C/DR.GARCIA TAPIA)",9:30 a 23:00,0,913014702
133,PUEBLO DE VALLECAS,"CL ADRADA, 26 (SEMIESQ. PEÑARANDA BRACAMONTE)",9:30 a 23:00,0,914944875
1890,PUEBLO DE VALLECAS,"CL REAL DE ARGANDA,  40 (Vallecas Villa)","23:00 a 9,30",0,913013297
139,PUEBLO DE VALLECAS,"PS FEDERICO GARCIA LORCA,  19 (Antes A. de los Caidos)","23:00 a 9,30",0,913320826
751,PUEBLO DE VALLECAS,"CL PUENTEDEY, 10 (.)","23:00 a 9,30",0,914944536
515,PUENTE DE VALLECAS-ENTREVIAS,"AV MONTE IGUELDO,  14",9:30 a 9:30,1,914339315
1764,PUENTE DE VALLECAS-ENTREVIAS,"AV PABLO NERUDA,  91-97 CEN COM MADRID SUR",9:30 a 9:30,1,915079484
124,PUENTE DE VALLECAS-ENTREVIAS,"CL CLEOPATRA,   6",9:30 a 23:00,0,915073257
2336,RETIRO-ARGANZUELA,"PS SANTA MARIA DE LA CABEZA,  64 LC II",9:30 a 9:30,1,914730672
187,RETIRO-ARGANZUELA,"AV MENENDEZ PELAYO,  45",9:30 a 9:30,1,914095759
2128,RETIRO-ARGANZUELA,"CL BRONCE,   4C LC9",9:30 a 9:30,1,914610270
2360,RETIRO-ARGANZUELA,"PS DELICIAS,   5 (Altura 41 Ps Yeserias)",9:30 a 9:30,1,914740702
1035,RETIRO-ARGANZUELA,"CL MENDEZ ALVARO,  64 A",9:30 a 23:00,0,914677535
1454,RETIRO-ARGANZUELA,"AV MEDITERRANEO,  22",9:30 a 23:00,0,914337580
892,SALAMANCA-VENTAS,"CL FRANCISCO SILVELA,  36",9:30 a 9:30,1,913563573
524,SALAMANCA-VENTAS,"CL GOYA,  89",9:30 a 9:30,1,914354958
279,SALAMANCA-VENTAS,"CL VELAZQUEZ,  70",9:30 a 23:00,0,914351347
551,SALAMANCA-VENTAS,"CL CONDE DE PEÑALVER,  34 (Esquina a D. Ramon de la Cruz)",9:30 a 23:00,0,914010968
289,SALAMANCA-VENTAS,"CL ALCALA, 172 (Entre Manuel Becerra y Ventas)",9:30 a 23:00,0,911626491
363,SALAMANCA-VENTAS,"CL CONDE DE PEÑALVER,  27 (Metro Goya)",9:30 a 23:00,0,914024301
