street,city_state_zip,full_address,mapquest_locations,longitude,latitude,Column
5710 Mcfarland Blvd, Northport AL 35476,"5710 Mcfarland Blvd,  Northport AL 35476",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=5710+Mcfarland+Blvd%2C++Northport+AL+35476,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=5710+Mcfarland+Blvd%2C++Northport+AL+35476,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=5710+Mcfarland+Blvd%2C++Northport+AL+35476,
2453 2Nd Avenue East, Oneonta AL 35121  205-625-647,"2453 2Nd Avenue East,  Oneonta AL 35121  205-625-647",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2453+2Nd+Avenue+East%2C++Oneonta+AL+35121++205-625-647,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2453+2Nd+Avenue+East%2C++Oneonta+AL+35121++205-625-647,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2453+2Nd+Avenue+East%2C++Oneonta+AL+35121++205-625-647,
2900 Pepperrell Pkwy, Opelika AL 36801,"2900 Pepperrell Pkwy,  Opelika AL 36801",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2900+Pepperrell+Pkwy%2C++Opelika+AL+36801,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2900+Pepperrell+Pkwy%2C++Opelika+AL+36801,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2900+Pepperrell+Pkwy%2C++Opelika+AL+36801,
92 Plaza Lane, Oxford AL 36203,"92 Plaza Lane,  Oxford AL 36203",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=92+Plaza+Lane%2C++Oxford+AL+36203,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=92+Plaza+Lane%2C++Oxford+AL+36203,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=92+Plaza+Lane%2C++Oxford+AL+36203,
1537 Hwy 231 South, Ozark AL 36360,"1537 Hwy 231 South,  Ozark AL 36360",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1537+Hwy+231+South%2C++Ozark+AL+36360,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1537+Hwy+231+South%2C++Ozark+AL+36360,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1537+Hwy+231+South%2C++Ozark+AL+36360,
2181 Pelham Pkwy, Pelham AL 35124,"2181 Pelham Pkwy,  Pelham AL 35124",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2181+Pelham+Pkwy%2C++Pelham+AL+35124,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2181+Pelham+Pkwy%2C++Pelham+AL+35124,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2181+Pelham+Pkwy%2C++Pelham+AL+35124,
165 Vaughan Ln, Pell City AL 35125,"165 Vaughan Ln,  Pell City AL 35125",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=165+Vaughan+Ln%2C++Pell+City+AL+35125,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=165+Vaughan+Ln%2C++Pell+City+AL+35125,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=165+Vaughan+Ln%2C++Pell+City+AL+35125,
3700 Hwy 280-431 N, Phenix City AL 36867,"3700 Hwy 280-431 N,  Phenix City AL 36867",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3700+Hwy+280-431+N%2C++Phenix+City+AL+36867,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3700+Hwy+280-431+N%2C++Phenix+City+AL+36867,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3700+Hwy+280-431+N%2C++Phenix+City+AL+36867,
1903 Cobbs Ford Rd, Prattville AL 36066,"1903 Cobbs Ford Rd,  Prattville AL 36066",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1903+Cobbs+Ford+Rd%2C++Prattville+AL+36066,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1903+Cobbs+Ford+Rd%2C++Prattville+AL+36066,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1903+Cobbs+Ford+Rd%2C++Prattville+AL+36066,
4180 Us Hwy 431, Roanoke AL 36274,"4180 Us Hwy 431,  Roanoke AL 36274",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=4180+Us+Hwy+431%2C++Roanoke+AL+36274,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=4180+Us+Hwy+431%2C++Roanoke+AL+36274,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=4180+Us+Hwy+431%2C++Roanoke+AL+36274,
13675 Hwy 43, Russellville AL 35653,"13675 Hwy 43,  Russellville AL 35653",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=13675+Hwy+43%2C++Russellville+AL+35653,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=13675+Hwy+43%2C++Russellville+AL+35653,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=13675+Hwy+43%2C++Russellville+AL+35653,
1095 Industrial Pkwy, Saraland AL 36571,"1095 Industrial Pkwy,  Saraland AL 36571",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1095+Industrial+Pkwy%2C++Saraland+AL+36571,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1095+Industrial+Pkwy%2C++Saraland+AL+36571,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1095+Industrial+Pkwy%2C++Saraland+AL+36571,
24833 Johnt Reidprkw, Scottsboro AL 35768,"24833 Johnt Reidprkw,  Scottsboro AL 35768",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=24833+Johnt+Reidprkw%2C++Scottsboro+AL+35768,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=24833+Johnt+Reidprkw%2C++Scottsboro+AL+35768,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=24833+Johnt+Reidprkw%2C++Scottsboro+AL+35768,
1501 Hwy 14 East, Selma AL 36703,"1501 Hwy 14 East,  Selma AL 36703",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1501+Hwy+14+East%2C++Selma+AL+36703,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1501+Hwy+14+East%2C++Selma+AL+36703,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1501+Hwy+14+East%2C++Selma+AL+36703,
7855 Moffett Rd, Semmes AL 36575,"7855 Moffett Rd,  Semmes AL 36575",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=7855+Moffett+Rd%2C++Semmes+AL+36575,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=7855+Moffett+Rd%2C++Semmes+AL+36575,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=7855+Moffett+Rd%2C++Semmes+AL+36575,
150 Springville Station Blvd, Springville AL 35146,"150 Springville Station Blvd,  Springville AL 35146",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=150+Springville+Station+Blvd%2C++Springville+AL+35146,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=150+Springville+Station+Blvd%2C++Springville+AL+35146,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=150+Springville+Station+Blvd%2C++Springville+AL+35146,
690 Hwy 78, Sumiton AL 35148,"690 Hwy 78,  Sumiton AL 35148",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=690+Hwy+78%2C++Sumiton+AL+35148,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=690+Hwy+78%2C++Sumiton+AL+35148,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=690+Hwy+78%2C++Sumiton+AL+35148,
41301 US Hwy 280, Sylacauga AL 35150,"41301 US Hwy 280,  Sylacauga AL 35150",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=41301+US+Hwy+280%2C++Sylacauga+AL+35150,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=41301+US+Hwy+280%2C++Sylacauga+AL+35150,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=41301+US+Hwy+280%2C++Sylacauga+AL+35150,
214 Haynes Street, Talladega AL 35160,"214 Haynes Street,  Talladega AL 35160",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=214+Haynes+Street%2C++Talladega+AL+35160,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=214+Haynes+Street%2C++Talladega+AL+35160,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=214+Haynes+Street%2C++Talladega+AL+35160,
1300 Gilmer Ave, Tallassee AL 36078,"1300 Gilmer Ave,  Tallassee AL 36078",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1300+Gilmer+Ave%2C++Tallassee+AL+36078,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1300+Gilmer+Ave%2C++Tallassee+AL+36078,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1300+Gilmer+Ave%2C++Tallassee+AL+36078,
34301 Hwy 43, Thomasville AL 36784,"34301 Hwy 43,  Thomasville AL 36784",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=34301+Hwy+43%2C++Thomasville+AL+36784,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=34301+Hwy+43%2C++Thomasville+AL+36784,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=34301+Hwy+43%2C++Thomasville+AL+36784,
1420 Us 231 South, Troy AL 36081,"1420 Us 231 South,  Troy AL 36081",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1420+Us+231+South%2C++Troy+AL+36081,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1420+Us+231+South%2C++Troy+AL+36081,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1420+Us+231+South%2C++Troy+AL+36081,
1501 Skyland Blvd E, Tuscaloosa AL 35405,"1501 Skyland Blvd E,  Tuscaloosa AL 35405",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1501+Skyland+Blvd+E%2C++Tuscaloosa+AL+35405,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1501+Skyland+Blvd+E%2C++Tuscaloosa+AL+35405,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1501+Skyland+Blvd+E%2C++Tuscaloosa+AL+35405,
3501 20th Av, Valley AL 36854,"3501 20th Av,  Valley AL 36854",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3501+20th+Av%2C++Valley+AL+36854,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3501+20th+Av%2C++Valley+AL+36854,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3501+20th+Av%2C++Valley+AL+36854,
1300 Montgomery Highway, Vestavia Hills AL 35216,"1300 Montgomery Highway,  Vestavia Hills AL 35216",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1300+Montgomery+Highway%2C++Vestavia+Hills+AL+35216,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1300+Montgomery+Highway%2C++Vestavia+Hills+AL+35216,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1300+Montgomery+Highway%2C++Vestavia+Hills+AL+35216,
4538 Us Hwy 231, Wetumpka AL 36092,"4538 Us Hwy 231,  Wetumpka AL 36092",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=4538+Us+Hwy+231%2C++Wetumpka+AL+36092,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=4538+Us+Hwy+231%2C++Wetumpka+AL+36092,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=4538+Us+Hwy+231%2C++Wetumpka+AL+36092,
2575 Us Hwy 43, Winfield AL 35594,"2575 Us Hwy 43,  Winfield AL 35594",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2575+Us+Hwy+43%2C++Winfield+AL+35594,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2575+Us+Hwy+43%2C++Winfield+AL+35594,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2575+Us+Hwy+43%2C++Winfield+AL+35594,
