Ref. No.,Supplier Name,Payment Date,Invoice NET £,Directorate,Cost Type
Aug9814,RAINBOWS PRE-SCHOOL-FOLKESTONE-RAINBOW CENTRE LTD#543651,23-Aug-10,"2,932.65","Children, Families & Education",Grants
Aug9817,SKIPS PRE-SCHOOL#524561,23-Aug-10,"2,952.60","Children, Families & Education",Grants
Aug9826,COUNTRY COTTAGE DAY NURSERY#543824,23-Aug-10,"2,992.50","Children, Families & Education",Grants
Aug9848,TIGGERS NURSERY SCHOOL#513074,23-Aug-10,"3,030.30","Children, Families & Education",Grants
Aug9849,WILLESBOROUGH BAPTIST PRE-SCHOOL#515755,23-Aug-10,"3,030.30","Children, Families & Education",Grants
Aug9852,LONGACRE CHILDCARE LIMITED-LONGACRE#392/543537,23-Aug-10,"3,049.50","Children, Families & Education",Grants
Aug9857,BUTTERFLIES NURSERY SCHOOL-BROADSTAIRS#543339,23-Aug-10,"3,072.30","Children, Families & Education",Grants
Aug9858,HOLBOROUGH DAY NURSERY LTD#543888,23-Aug-10,"3,072.30","Children, Families & Education",Grants
Aug9864,LITTLE GEMS MONTESSORI#530425,23-Aug-10,"3,099.60","Children, Families & Education",Grants
Aug9875,CHALLOCK PRE-SCHOOL PLAYGROUP#521900,23-Aug-10,"3,166.80","Children, Families & Education",Grants
Aug9877,BROAD OAK PLAYGROUP#514427,23-Aug-10,"3,175.20","Children, Families & Education",Grants
Aug9886,BEES KNEES PLAYGROUP#543552,23-Aug-10,"3,192.00","Children, Families & Education",Grants
Aug9887,GOLDILOCKS NURSERY & CRECHE#524877,23-Aug-10,"3,192.00","Children, Families & Education",Grants
Aug9888,LITTLEVIEW DAY NURSERY#992,23-Aug-10,"3,192.00","Children, Families & Education",Grants
Aug9902,BRIGHT STARS PRE-SCHOOL-SITTINGBOURNE#543500,23-Aug-10,"3,264.24","Children, Families & Education",Grants
Aug9906,DOMENICO PUGLIESE,23-Aug-10,"3,272.38","Children, Families & Education","Repairs, Alterations and Maintenance of Buildings"
Aug9911,KENT TOP TEMPS LTD,23-Aug-10,"3,290.80","Children, Families & Education",Agency Staff
Aug9915,BADGERS BRIDGE#543874,23-Aug-10,"3,307.50","Children, Families & Education",Grants
Aug9921,BETHERSDEN PLAYSCHOOL LTD#279/543494,23-Aug-10,"3,325.00","Children, Families & Education",Grants
Aug9922,OAKFIELD CHILDRENS CENTRE-YMCA TG (SOUTH) LTD#543756,23-Aug-10,"3,325.00","Children, Families & Education",Grants
Aug9926,COACH HOUSE NURSERY#512158,23-Aug-10,"3,351.60","Children, Families & Education",Grants
Aug9943,ST JOHNS CHURCH HALL PLAYGROUP-FOLKESTONE#543397,23-Aug-10,"3,410.40","Children, Families & Education",Grants
Aug9948,BRIDGE VILLAGE PLAYGROUP#371/515479,23-Aug-10,"3,439.80","Children, Families & Education",Grants
Aug9949,SPRINGLES AXSTANE HOUSE#543444,23-Aug-10,"3,444.00","Children, Families & Education",Grants
Aug9950,WOODCHURCH WINDMILLS PRE-SCHOOL FUN CLUB LTD#543882,23-Aug-10,"3,444.00","Children, Families & Education",Grants
Aug9953,CHILDRENS WORKSHOP PLAYGROUP-SEVENOAKS#388/515188,23-Aug-10,"3,464.65","Children, Families & Education",Grants
Aug9956,COBNUTS STEINER KINDERGARTEN#543719,23-Aug-10,"3,469.20","Children, Families & Education",Grants
Aug9966,RAINBOW PRE-SCHOOL-EAST PECKHAM#559/520266,23-Aug-10,"3,511.20","Children, Families & Education",Grants
Aug9969,ABC VILLAGE PRE-SCHOOL#543838,23-Aug-10,"3,549.00","Children, Families & Education",Grants
Aug9970,KINGSWOOD PRE-SCHOOL-MAIDSTONE#516481,23-Aug-10,"3,550.05","Children, Families & Education",Grants
Aug9972,FELICITY'S NURSERY SCHOOL-EDENBRIDGE#543740,23-Aug-10,"3,558.80","Children, Families & Education",Grants
Aug9979,FUTURE SCHOLARS NURSERY-SHADOXHURST#299/510383,23-Aug-10,"3,591.00","Children, Families & Education",Grants
Aug9980,Q DAY NURSERIES LTD - ASHFORD#543872,23-Aug-10,"3,591.00","Children, Families & Education",Grants
Aug9984,ST JOHN'S NURSERY-SEVENOAKS#530438,23-Aug-10,"3,603.60","Children, Families & Education",Grants
Aug9992,BARNIES DAY NURSERY & OUT OF SCHOOL CLUB#543717,23-Aug-10,"3,659.25","Children, Families & Education",Grants
Aug9996,JUMPING BEANS PRE-SCHOOL GREENHITHE#543757,23-Aug-10,"3,685.50","Children, Families & Education",Grants
Aug9997,THE CHILDRENS HOUSE#543351,23-Aug-10,"3,685.50","Children, Families & Education",Grants
Aug9998,ST LAWRENCE PRE-SCHOOL-SEAL#511931,23-Aug-10,"3,705.98","Children, Families & Education",Grants
Aug10003,JUMPING JACKS PRE-SCHOOL#986/543408,23-Aug-10,"3,723.30","Children, Families & Education",Grants
Aug10004,ST GEORGES LITTLE SAINTS PRE-SCHOOL-WROTHAM#543375,23-Aug-10,"3,724.00","Children, Families & Education",Grants
Aug10010,FIVE OAK GREEN MONTESSORI SCHOOL#426/510798,23-Aug-10,"3,750.60","Children, Families & Education",Grants
Aug10013,DUCKLINGS OF DETLING PRE-SCHOOL#520092,23-Aug-10,"3,753.75","Children, Families & Education",Grants
Aug10021,ADDINGTON KINDERGARTEN#522295,23-Aug-10,"3,767.40","Children, Families & Education",Grants
Aug10032,EAST KENT HOSPITALS UNIVERSITY NHS,23-Aug-10,"3,806.00","Children, Families & Education",Agency Staff
Aug10039,SUNSHINE & SHOWERS NURSERY SCHOOL-LITTLESTONE#522348,23-Aug-10,"3,870.30","Children, Families & Education",Grants
Aug10040,HARRIETSHAM PRE-SCHOOL#543730,23-Aug-10,"3,874.50","Children, Families & Education",Grants
Aug10041,STEPPING STONES NURSERY LTD-TENTERDEN#511655,23-Aug-10,"3,874.50","Children, Families & Education",Grants
Aug10047,MAIDSTONE YMCA PRE-SCHOOL#543718,23-Aug-10,"3,931.20","Children, Families & Education",Grants
Aug10048,ST PAULINUS PRE-SCHOOL-EDENBRIDGE#582877,23-Aug-10,"3,931.20","Children, Families & Education",Grants
Aug10055,FIRST STEPS CHILDCARE CLUB-HYTHE#301/543503,23-Aug-10,"3,990.00","Children, Families & Education",Grants
Aug10056,SANDHURST NURSERY SCHOOL-CRANBROOK#543654,23-Aug-10,"3,990.00","Children, Families & Education",Grants
Aug10057,WHITSTABLE MONTESSORI NURSERY SCH - TMN LTD#543924,23-Aug-10,"3,990.00","Children, Families & Education",Grants
Aug10059,BUBBLES NURSERY & OOS CLUB-SANDWICH#543648,23-Aug-10,"3,998.46","Children, Families & Education",Grants
Aug10073,PETER PAN PRE-SCHOOL-GRAVESEND#513091,23-Aug-10,"4,044.60","Children, Families & Education",Grants
Aug10078,PLUCKLEY VILLAGE PRE-SCHOOL#543468,23-Aug-10,"4,057.20","Children, Families & Education",Grants
Aug10079,ARCHBISHOP COURTENAY PRE-SCHOOL-A C CHILDCARE LTD#543742,23-Aug-10,"4,063.50","Children, Families & Education",Grants
Aug10086,BORDEN VILLAGE PRE-SCHOOL#521107,23-Aug-10,"4,095.00","Children, Families & Education",Grants
Aug10090,EASTERN AND COASTAL KENT COMMUNITY SERVICES,23-Aug-10,"4,107.00","Children, Families & Education",Agency Staff
Aug10105,MURSTON PLAYSCHOOL#585414,23-Aug-10,"4,179.00","Children, Families & Education",Grants
Aug10106,HUNTON & LINTON UNDER FIVES#523153,23-Aug-10,"4,183.72","Children, Families & Education",Grants
Aug10113,STAPLEHURST UNDER FIVE PLAYGROUP#511939,23-Aug-10,"4,233.60","Children, Families & Education",Grants
Aug10118,PITSTOP PLAYSCHOOL#530432/412009,23-Aug-10,"4,263.00","Children, Families & Education",Grants
Aug10120,THANET LF LTD-SEAGULLS NURSERY#372/543532,23-Aug-10,"4,277.70","Children, Families & Education",Grants
Aug10122,SITTINGBOURNE COLLEGE PRE-SCHOOL#523909,23-Aug-10,"4,309.20","Children, Families & Education",Grants
Aug10123,KENT TOP TEMPS LTD,23-Aug-10,"4,310.69","Children, Families & Education",Agency Staff
Aug10128,JACK AND JILL PRE-SCHOOL#543567,23-Aug-10,"4,315.50","Children, Families & Education",Grants
Aug10129,LITTLE OWLS PRE-SCHOOL PLAYGROUP#522747,23-Aug-10,"4,324.32","Children, Families & Education",Grants
Aug10130,ROSELANDS PRE-SCHOOL-SALISBURY#543429,23-Aug-10,"4,334.79","Children, Families & Education",Grants
Aug10131,ST MICHAEL'S PRE-SCHOOL PLAYGROUP-TENTERDEN#515891,23-Aug-10,"4,340.70","Children, Families & Education",Grants
Aug10134,SHOOTING BOX DAY NURSERY#582796,23-Aug-10,"4,389.00","Children, Families & Education",Grants
Aug10137,SEVENOAKS DAY NURSERY#543877,23-Aug-10,"4,402.30","Children, Families & Education",Grants
Aug10147,BOCKHANGER MONKEYS#415/543545,23-Aug-10,"4,410.00","Children, Families & Education",Grants
Aug10148,KB'S DAY NURSERY LTD#543416,23-Aug-10,"4,415.60","Children, Families & Education",Grants
Aug10149,WILLOW RISE PRE-SCHOOL#515167,23-Aug-10,"4,422.60","Children, Families & Education",Grants
Aug10156,MONKEY PUZZLE DAY NURSERY-JUNIOR CHILDCARE LTD#543844,23-Aug-10,"4,462.85","Children, Families & Education",Grants
Aug10178,RAVENSDALE DAY CARE CENTRE#584554,23-Aug-10,"4,483.50","Children, Families & Education",Grants
Aug10187,BOSSINGHAM PLAYGROUP#518902,23-Aug-10,"4,504.50","Children, Families & Education",Grants
Aug10188,HEXTABLE KINDERGARTEN (ST PETERS)#513105,23-Aug-10,"4,504.50","Children, Families & Education",Grants
Aug10189,HEXTABLE VILLAGE PRE-SCHOOL (FURNESS)#581270,23-Aug-10,"4,504.50","Children, Families & Education",Grants
Aug10190,LYDD HOUSE PLAYGROUP#518365,23-Aug-10,"4,504.50","Children, Families & Education",Grants
Aug10191,ST MICHAEL'S PRE-SCHOOL-WILMINGTON#543392,23-Aug-10,"4,504.50","Children, Families & Education",Grants
Aug10192,ROUGH COMMON PLAYGROUP#/512846,23-Aug-10,"4,522.00","Children, Families & Education",Grants
Aug10193,THE ALPHABET TRAIN NURSERY SCHOOL#510458,23-Aug-10,"4,522.00","Children, Families & Education",Grants
Aug10201,CASPER NURSERY & A.SCH CLUB-CHRISTCHURCH NSRY LTD#543400,23-Aug-10,"4,548.60","Children, Families & Education",Grants
Aug10202,HIGHBURY HALL PRE-SCHOOL PLAYGROUP#521003,23-Aug-10,"4,548.60","Children, Families & Education",Grants
Aug10204,BUSY BEES-DARTFORD#530452,23-Aug-10,"4,559.10","Children, Families & Education",Grants
Aug10208,SMARTY TOTS-SMARTY PANTS NURSERY SCHOOL LTD#543528#543739,23-Aug-10,"4,562.25","Children, Families & Education",Grants
Aug10210,ST PETER'S (BUSY BEES) PRE SCHOOL#581985,23-Aug-10,"4,572.75","Children, Families & Education",Grants
Aug10213,MINSTER NURSERY-SHEERNESS#521145,23-Aug-10,"4,586.40","Children, Families & Education",Grants
Aug10214,PUDDLEDUCK PRE-SCHOOL-HAWKHURST#517664,23-Aug-10,"4,586.40","Children, Families & Education",Grants
Aug10215,LITTLE OAKS PRE-SCHOOL & OUT OF SCHOOL CLUB LITTLE OAKS EY LTD#543815,23-Aug-10,"4,596.90","Children, Families & Education",Grants
Aug10218,SMALLTALK PLAYGROUP#517942,23-Aug-10,"4,613.70","Children, Families & Education",Grants
Aug10219,SMARTIES CHILDCARE CENTRE-THANET EARLY YEARS PRO#543603,23-Aug-10,"4,619.65","Children, Families & Education",Grants
Aug10220,OUR LADYS PRE-SCHOOL#519944,23-Aug-10,"4,621.68","Children, Families & Education",Grants
Aug10221,KIDDLIWINKS PRE-SCHOOL -NETTLESTEAD#543398,23-Aug-10,"4,641.00","Children, Families & Education",Grants
Aug10222,SS HENRY & ELIZABETH PLAYGROUP#584,23-Aug-10,"4,641.00","Children, Families & Education",Grants
Aug10225,SOLEFIELD PREPARATORY SCHOOL#524066,23-Aug-10,"4,663.75","Children, Families & Education",Grants
Aug10226,SUNBEAMS PRE-SCHOOL#543328,23-Aug-10,"4,677.75","Children, Families & Education",Grants
Aug10233,JO JO'S DAY CARE NURSERY#543829,23-Aug-10,"4,708.20","Children, Families & Education",Grants
Aug10234,ST BART'S DAY NURSERIES-THE FIRS,23-Aug-10,"4,721.50","Children, Families & Education",Grants
Aug10235,FLEDGELINGS NURSERY-MAIDSTONE#261/543490,23-Aug-10,"4,734.80","Children, Families & Education",Grants
Aug10236,DISCOVERIES MONTESSORI NURSERY SCHOOL-BRENCHLEY#543331,23-Aug-10,"4,735.50","Children, Families & Education",Grants
Aug10237,NEW WORLD MONTESSORI#543345,23-Aug-10,"4,735.50","Children, Families & Education",Grants
Aug10238,THE NURSERY SCHOOL BROOKLAND#517603,23-Aug-10,"4,735.50","Children, Families & Education",Grants
Aug10241,EGERTON PRE-SCHOOL PLAYGROUP#583388,23-Aug-10,"4,750.20","Children, Families & Education",Grants
Aug10245,WARDEN BAY PLAYGROUP#520433,23-Aug-10,"4,764.06","Children, Families & Education",Grants
Aug10247,LINDEN LEA DAY NURSERY-DOWNSWOOD#517752,23-Aug-10,"4,777.50","Children, Families & Education",Grants
Aug10248,ALPHABETS NURSERY LTD-HERNE BAY#435/543551,23-Aug-10,"4,788.00","Children, Families & Education",Grants
Aug10249,BARNIES DAY NURSERY-PADDOCK WOOD#543329,23-Aug-10,"4,788.00","Children, Families & Education",Grants
Aug10250,SAXBY'S MONTESSORI NURSERY#518793,23-Aug-10,"4,788.00","Children, Families & Education",Grants
Aug10256,CHUCKLES#543796,23-Aug-10,"4,800.90","Children, Families & Education",Grants
Aug10259,BUTTONS DAY NURSERY-FEGANS CHILD & FAMILY CARE#543384,23-Aug-10,"4,819.50","Children, Families & Education",Grants
Aug10263,GOLDILOCKS NURSERIES & CRECHE 111#530430,23-Aug-10,"4,838.40","Children, Families & Education",Grants
Aug10264,DAISY CHAIN NURSERY SCHOOL-WHITSTABLE#514027,23-Aug-10,"4,851.00","Children, Families & Education",Grants
Aug10267,D-DEE'S DAY NURSERY#581338,23-Aug-10,"4,867.80","Children, Families & Education",Grants
Aug10271,KELSO HOUSE PRE-SCHOOL#511420,23-Aug-10,"4,914.00","Children, Families & Education",Grants
Aug10272,ALPHABETS NURSERY LTD#126/543445,23-Aug-10,"4,921.00","Children, Families & Education",Grants
Aug10273,MONIQUES DAY NURSERY#514393,23-Aug-10,"4,921.00","Children, Families & Education",Grants
Aug10274,DAWN TO DUSK NURSERY (SWANLEY) LTD#543729,23-Aug-10,"4,926.60","Children, Families & Education",Grants
Aug10275,START RITE KINDERGARTEN#518557,23-Aug-10,"4,947.60","Children, Families & Education",Grants
Aug10279,CHARING PRE-SCHOOL#875,23-Aug-10,"4,974.20","Children, Families & Education",Grants
Aug10284,JELLY BEANS PRE-SCHOOL-ROCHESTER#869/584234,23-Aug-10,"4,982.25","Children, Families & Education",Grants
Aug10285,BLUE BELL HILL PLAY SCHOOL#543556,23-Aug-10,"4,995.90","Children, Families & Education",Grants
Aug10292,MRS B'S PRE-SCHOOL AND DAY CARE#/520883,23-Aug-10,"5,008.15","Children, Families & Education",Grants
Aug10294,MILSTEAD PRE-SCHOOL#543585,23-Aug-10,"5,014.10","Children, Families & Education",Grants
Aug10295,KINDERGARTEN KIDS LTD (ST JOHNS)#543642,23-Aug-10,"5,014.80","Children, Families & Education",Grants
Aug10298,CHRISTCHURCH PRE-SCHOOL-GRAVESEND#181/543464,23-Aug-10,"5,077.80","Children, Families & Education",Grants
Aug10299,MARDEN PRE-SCHOOL PLAYGROUP#522332,23-Aug-10,"5,077.80","Children, Families & Education",Grants
Aug10300,STEPPING STONES PRE-SCHOOL-CANTERBURY#515379,23-Aug-10,"5,077.80","Children, Families & Education",Grants
Aug10301,THE LEARNING TREE#543334/521690,23-Aug-10,"5,077.80","Children, Families & Education",Grants
Aug10302,MRS B'S DAY CARE LLP#543898,23-Aug-10,"5,080.60","Children, Families & Education",Grants
Aug10303,JUST KIDZ-SHEERNESS#543752,23-Aug-10,"5,082.00","Children, Families & Education",Grants
Aug10307,TOTS 2 TEENS#513842,23-Aug-10,"5,133.80","Children, Families & Education",Grants
Aug10313,SHORNE VILLAGE PRE-SCHOOL-PTNRSHP LITTLE ANGELS#/521481,23-Aug-10,"5,152.88","Children, Families & Education",Grants
Aug10314,ASHFORD FAMILY NURSERY (FRIENDS)#519686,23-Aug-10,"5,153.40","Children, Families & Education",Grants
Aug10316,DAWN TO DUSK DAY NURSERY-LARKFIELD#543647,23-Aug-10,"5,166.00","Children, Families & Education",Grants
Aug10317,EDENBRIDGE NURSERY SCHOOL#543791,23-Aug-10,"5,166.00","Children, Families & Education",Grants
Aug10318,PETHAM PRE-SCHOOL PLAYGROUP#543613,23-Aug-10,"5,166.53","Children, Families & Education",Grants
Aug10324,UPPERCOURT NURSERY SCHOOL#510052,23-Aug-10,"5,194.80","Children, Families & Education",Grants
Aug10329,SPRINGBOARD PRE-SCHOOL#519662,23-Aug-10,"5,203.80","Children, Families & Education",Grants
Aug10331,TWYFORD PRE-SCHOOL#521668,23-Aug-10,"5,214.30","Children, Families & Education",Grants
Aug10335,BRIDGE CENTRE/WOODPECKERS NURSERY SCH-CANTERBURY#523759,23-Aug-10,"5,240.20","Children, Families & Education",Grants
Aug10336,RAINBOW PLAYGROUP#522739,23-Aug-10,"5,241.60","Children, Families & Education",Grants
Aug10338,FIRST STEPS PRE-SCHOOL-SEVENOAKS#425/516302,23-Aug-10,"5,253.50","Children, Families & Education",Grants
Aug10339,BARHAM PRE-SCHOOL#514954,23-Aug-10,"5,266.80","Children, Families & Education",Grants
Aug10340,PLATT PS NURSERY#514823,23-Aug-10,"5,266.80","Children, Families & Education",Grants
Aug10346,CLOCK TOWER NURSERY-SITTINGBOURNE#522412,23-Aug-10,"5,323.50","Children, Families & Education",Grants
Aug10347,COXHEATH PRE-SCHOOL GROUP#403/521379,23-Aug-10,"5,323.50","Children, Families & Education",Grants
Aug10348,LITTLE RASCALS PLAYGROUP-SHEERNESS#543361,23-Aug-10,"5,323.50","Children, Families & Education",Grants
Aug10349,ST MATTHEWS HIGH BROOMS PRE-SCH#517796,23-Aug-10,"5,323.50","Children, Families & Education",Grants
Aug10354,DOVER COLLEGE (NURSERY UNIT)E#983/543405,23-Aug-10,"5,380.20","Children, Families & Education",Grants
Aug10355,WAKEFIELD HOUSE NURSERY SCHOOL#524860,23-Aug-10,"5,386.50","Children, Families & Education",Grants
Aug10357,COMMUNITY UNDER 5'S#511011,23-Aug-10,"5,419.05","Children, Families & Education",Grants
Aug10358,CHALK VILLAGE PRE-SCHOOL#543787,23-Aug-10,"5,432.70","Children, Families & Education",Grants
Aug10359,AECOM LIMITED,23-Aug-10,"5,436.31","Children, Families & Education",Design Fees - External
Aug10361,STEPPING STONES PRE-SCHOOL-LYNSTED#521369,23-Aug-10,"5,453.00","Children, Families & Education",Grants
Aug10362,SINGLEWELL KINDERGARTEN#543737,23-Aug-10,"5,460.00","Children, Families & Education",Grants
Aug10363,TESTON & WATERINGBURY PLAYGROUP#517622,23-Aug-10,"5,460.00","Children, Families & Education",Grants
Aug10368,TREASURE CHEST PRE-SCHOOL#543830,23-Aug-10,"5,487.30","Children, Families & Education",Grants
Aug10369,ACA PLAYGROUP#583175,23-Aug-10,"5,514.60","Children, Families & Education",Grants
Aug10370,ST MARTINS PRE SCHOOL-MAIDSTONE#543326,23-Aug-10,"5,520.48","Children, Families & Education",Grants
Aug10372,KIDDIWINX#287/543497,23-Aug-10,"5,541.90","Children, Families & Education",Grants
Aug10375,TRINITY RESOURCE CENTRE-MARGATE#543491,23-Aug-10,"5,569.20","Children, Families & Education",Grants
Aug10376,BUMBLE BEES DAY NURSERY-PADDOCK WOOD#524278,23-Aug-10,"5,586.00","Children, Families & Education",Grants
Aug10377,BURHAM VILLAGE PRE-SCHOOL#522414,23-Aug-10,"5,586.00","Children, Families & Education",Grants
Aug10378,KINDERGARTEN KIDS LTD ALBERT)#543641,23-Aug-10,"5,586.00","Children, Families & Education",Grants
Aug10382,PRIMARY COLOURS MONTESSORI DAY NURSERY#085/517417,23-Aug-10,"5,615.40","Children, Families & Education",Grants
Aug10384,SHEPHERDSWELL PRE-SCHOOL#580444,23-Aug-10,"5,623.80","Children, Families & Education",Grants
Aug10386,FIRST LEARNERS' NURSERY-FOLKESTONE#543736,23-Aug-10,"5,630.10","Children, Families & Education",Grants
Aug10388,JUMPING BEANS PRE-SCHOOL-SOUTH DARENTH#543822,23-Aug-10,"5,651.10","Children, Families & Education",Grants
Aug10389,ROUNDASH PRE-SCHOOL#513126,23-Aug-10,"5,651.10","Children, Families & Education",Grants
Aug10390,PLAXTOL NURSERY SCHOOL#259/543489,23-Aug-10,"5,665.80","Children, Families & Education",Grants
Aug10393,ST MARY'S PRE-SCHOOL GROUP-RIVERHEAD#515393,23-Aug-10,"5,719.00","Children, Families & Education",Grants
Aug10394,MULBERRY PRE-SCHOOL NURSERY#512231,23-Aug-10,"5,719.35","Children, Families & Education",Grants
Aug10396,BRENT PLAYGROUP#513381,23-Aug-10,"5,733.00","Children, Families & Education",Grants
Aug10397,INVICTA PARK PLAYGROUP#688,23-Aug-10,"5,733.00","Children, Families & Education",Grants
Aug10403,HIGHFIELD ROAD PRE-SCHOOL-DARTFORD#583159,23-Aug-10,"5,762.40","Children, Families & Education",Grants
Aug10404,RAINBOW PLAYGROUP & PRE-SCHOOL-DOVER#581289,23-Aug-10,"5,770.80","Children, Families & Education",Grants
Aug10406,CHILHAM ST MARY'S PRE-SCHOOL#543420,23-Aug-10,"5,773.95","Children, Families & Education",Grants
Aug10407,SEE-SAW PRE-SCHOOL AT WINGHAM#543342,23-Aug-10,"5,801.25","Children, Families & Education",Grants
Aug10408,PLAYWAYS BRUNSWICK PRE-SCHOOL#543799,23-Aug-10,"5,814.90","Children, Families & Education",Grants
Aug10409,CLEVER CLOGS-DOVER#514894,23-Aug-10,"5,821.20","Children, Families & Education",Grants
Aug10410,ST THOMAS PARISH PRE-SCHOOL-SEVENOAKS#516783,23-Aug-10,"5,821.20","Children, Families & Education",Grants
Aug10412,LITTLE OAKS NURSERY (F'STONE)-LITTLE OAKS EY LTD#518865,23-Aug-10,"5,838.70","Children, Families & Education",Grants
Aug10413,RAINBOW PRE-SCHOOL-DEAL#515248,23-Aug-10,"5,842.20","Children, Families & Education",Grants
Aug10416,ST LUKES PLAYGROUP-MAIDSTONE#543409,23-Aug-10,"5,869.08","Children, Families & Education",Grants
Aug10418,ECCLES PRE-SCHOOL#515725,23-Aug-10,"5,896.80","Children, Families & Education",Grants
Aug10420,KID EASE LTD @ ST RADIGUNDS#543501,23-Aug-10,"5,910.45","Children, Families & Education",Grants
Aug10429,LINDEN LEA DAY NURSERY-WEAVERING#512710,23-Aug-10,"5,940.90","Children, Families & Education",Grants
Aug10431,BIDDENDEN PLAYSCHOOL-BETHERSDEN P/S LTD#543772,23-Aug-10,"5,971.70","Children, Families & Education",Grants
