Title,URL,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,TOTAL
Impedance analysis of an enhanced piezoelectric biosensor,http://digitalcommons.uri.edu/dissertations/AAI3025565,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecosystem-based management in the Colorado River Delta,http://digitalcommons.uri.edu/dissertations/AAI3314442,0,0,0,0,0,0,0,0,0,0,0,0,0
"Development, validation and factorial invariance of transtheoretical model measures for recovery from anorexia nervosa and bulimia nervosa",http://digitalcommons.uri.edu/dissertations/AAI3025566,0,0,0,0,0,0,0,0,0,0,0,0,0
Cadmium toxicity and random motility studies using marine dinoflagellates,http://digitalcommons.uri.edu/dissertations/AAI3041352,0,0,0,0,0,0,0,0,0,0,0,0,0
A Look Into Cape Verde Save Our Children: The African Way,http://digitalcommons.uri.edu/srhonorsprog/103,0,0,0,0,0,0,0,0,0,0,0,0,0
Beyond gender: Taking a multi-status approach to understanding students' positioning in STEM,http://digitalcommons.uri.edu/dissertations/AAI3328730,0,0,0,0,0,0,0,0,0,0,0,0,0
The effects of distress and depression on exercise behaviors of type 2 diabetics: Applying the transtheoretical model,http://digitalcommons.uri.edu/dissertations/AAI3103702,0,0,0,0,0,0,0,0,0,0,0,0,0
Latino clients' perspectives on mental health services provided at a local community health center,http://digitalcommons.uri.edu/dissertations/AAI3280551,0,0,0,0,0,0,0,0,0,0,0,0,0
"Technical Services Department Statistics, 2002-2003",http://digitalcommons.uri.edu/ts_rpts/13,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper current structure and variability in the southwestern Japan/East Sea,http://digitalcommons.uri.edu/dissertations/AAI3112121,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thin film wide bandgap semiconductors: Preparation, doping and characterization of structural and optoelectronic properties",http://digitalcommons.uri.edu/dissertations/AAI9239569,0,0,0,0,0,0,0,0,0,0,0,0,0
Electromigration characterization of aluminum-copper alloy interconnects,http://digitalcommons.uri.edu/dissertations/AAI3053120,0,0,0,0,0,0,0,0,0,0,0,0,0
The blood and hematopoietic cells in Atlantic salmon (Salmo salar) and their relation to infectious hematopoietic necrosis disease,http://digitalcommons.uri.edu/dissertations/AAI9023255,0,0,0,0,0,0,0,0,0,0,0,0,0
Management of flounder Infectious Necrotizing Enteritis (FINE) in cultured juvenile summer flounder,http://digitalcommons.uri.edu/dissertations/AAI3160030,0,0,0,0,0,0,0,0,0,0,0,0,0
Patterns of fuel use and storage in songbirds in relation to diet composition and food availability during migration,http://digitalcommons.uri.edu/dissertations/AAI3277015,0,0,0,0,0,0,0,0,0,0,0,0,0
The influence of contemporary music on responses to visually presented mainstream sexually explicit images,http://digitalcommons.uri.edu/dissertations/AAI9723574,0,0,0,0,0,0,0,0,0,0,0,0,0
"Modernism's nervous genre: The diaries of Woolf, James, and Sassoon",http://digitalcommons.uri.edu/dissertations/AAI3277007,0,0,0,0,0,0,0,0,0,0,0,0,0
"Existence, stability, boundedness, and periodicity of some difference equations",http://digitalcommons.uri.edu/dissertations/AAI3053114,0,0,0,0,0,0,0,0,0,0,0,0,0
Training caregivers to intervene in the exploratory play of young children with developmental delays,http://digitalcommons.uri.edu/dissertations/AAI9831102,0,0,0,0,0,0,0,0,0,0,0,0,0
Factors influencing hiring decisions for welfare recipients,http://digitalcommons.uri.edu/dissertations/AAI3186906,0,0,0,0,0,0,0,0,0,0,0,0,0
Identification of Oct-2 as a mediator of lead neurotoxicity,http://digitalcommons.uri.edu/dissertations/AAI3206242,0,0,0,0,0,0,0,0,0,0,0,0,0
"A THREE-DIMENSIONAL NUMERICAL MODEL SYSTEM OF COASTAL CIRCULATION AND WATER QUALITY (POLLUTANT TRANSPORT, NARRAGANSETT BAY, RHODE ISLAND)",http://digitalcommons.uri.edu/dissertations/AAI8715342,0,0,0,0,0,0,0,0,0,0,0,0,0
Spatial diffusion model for simulation of urban land cover change,http://digitalcommons.uri.edu/dissertations/AAI3147805,0,0,0,0,0,0,0,0,0,0,0,0,0
Optimizing machining operations using tool wear information,http://digitalcommons.uri.edu/dissertations/AAI9908226,0,0,0,0,0,0,0,0,0,0,0,0,0
An analysis of the thermal decomposition reactions of organic electrolytes used in lithium-ion batteries,http://digitalcommons.uri.edu/dissertations/AAI3186896,0,0,0,0,0,0,0,0,0,0,0,0,0
Isotopic and trace element variations along the southern Mid-Atlantic Ridge (40 degrees - 50 degrees S): An evaluation of regional plume-ridge interaction and large scale mantle heterogeneities,http://digitalcommons.uri.edu/dissertations/AAI9999783,0,0,0,0,0,0,0,0,0,0,0,0,0
STYLE IN CHILDREN'S LITERATURE: A COMPARISON OF PASSAGES FROM BOOKS FOR ADULTS AND FOR CHILDREN,http://digitalcommons.uri.edu/dissertations/AAI8501269,0,0,0,0,0,0,0,0,0,0,0,0,0
"Determining the effects of a foundations of education/diversity preparation class on the multicultural knowledge, skills and dispositions of preservice teacher applicants",http://digitalcommons.uri.edu/dissertations/AAI3239912,0,0,0,0,0,0,0,0,0,0,0,0,0
"The finescale distribution, origin, and photobleaching of the spectral absorption of dissolved organic matter in coastal waters",http://digitalcommons.uri.edu/dissertations/AAI9902583,0,0,0,0,0,0,0,0,0,0,0,0,0
"Historical uncertainty and moral ambiguity in postwar America: An examination of selected black humor novels of Kurt Vonnegut, Jr",http://digitalcommons.uri.edu/dissertations/AAI9989444,0,0,0,0,0,0,0,0,0,0,0,0,0
Remote sensing modeling of land surface temperature,http://digitalcommons.uri.edu/dissertations/AAI3112133,0,0,0,0,0,0,0,0,0,0,0,0,0
Library Web Server Statistics 1999-2000,http://digitalcommons.uri.edu/ts_rpts/26,0,0,0,0,0,0,0,0,0,0,0,0,0
A transtheoretical investigation of immoderate drinking in college,http://digitalcommons.uri.edu/dissertations/AAI9608897,0,0,0,0,0,0,0,0,0,0,0,0,0
Dynamical properties of systems of localized electron spins and systems of itinerant electrons at zero temperature,http://digitalcommons.uri.edu/dissertations/AAI9702108,0,0,0,0,0,0,0,0,0,0,0,0,0
Archaeological oceanography of inundated coastal prehistoric sites,http://digitalcommons.uri.edu/dissertations/AAI3115624,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acoustic imaging of sources located either external, internal or on the surface of an arbitrary body",http://digitalcommons.uri.edu/dissertations/AAI3025534,0,0,0,0,0,0,0,0,0,0,0,0,0
The relationship between self-efficacy and decisional balance for stress management and exercise behavior in an adolescent population: A cross-lagged panel analysis,http://digitalcommons.uri.edu/dissertations/AAI3314461,0,0,0,0,0,0,0,0,0,0,0,0,0
beta-Glucuronidase assay for the detection of Escherichia coli in foods,http://digitalcommons.uri.edu/dissertations/AAI3025544,0,0,0,0,0,0,0,0,0,0,0,0,0
On-chip timing measurement,http://digitalcommons.uri.edu/dissertations/AAI3112132,0,0,0,0,0,0,0,0,0,0,0,0,0
School psychologists' knowledge of family violence and their identification of children from violent homes,http://digitalcommons.uri.edu/dissertations/AAI3025563,0,0,0,0,0,0,0,0,0,0,0,0,0
Attention-deficit/hyperactivity disorder: A survey of assessment practices by school psychologists,http://digitalcommons.uri.edu/dissertations/AAI3188842,0,0,0,0,0,0,0,0,0,0,0,0,0
"Attitudes toward seeking professional help in a multi-ethnic sample: The roles of beliefs about mental illness etiology, religious orientation, and acculturation",http://digitalcommons.uri.edu/dissertations/AAI3206251,0,0,0,0,0,0,0,0,0,0,0,0,0
"Observed conflict, sexual experience, pornography, and coercive behavior as predictors of men's sexual arousal to sexual and violent images",http://digitalcommons.uri.edu/dissertations/AAI9945217,0,0,0,0,0,0,0,0,0,0,0,0,0
Revaluing the literary naturalist: John Burroughs's emotive environmental aesthetics,http://digitalcommons.uri.edu/dissertations/AAI3135910,0,0,0,0,0,0,0,0,0,0,0,0,0
Health promoting behaviors in women with and without sexual assault histories,http://digitalcommons.uri.edu/dissertations/AAI9998471,0,0,0,0,0,0,0,0,0,0,0,0,0
Our beloved Lizzie: Constructing an American legend,http://digitalcommons.uri.edu/dissertations/AAI9601830,0,0,0,0,0,0,0,0,0,0,0,0,0
Latent transition analysis as a sensitive outcome analysis for longitudinal data,http://digitalcommons.uri.edu/dissertations/AAI3103711,0,0,0,0,0,0,0,0,0,0,0,0,0
"The rhetorical war: Class, race and redemption in Spanish-American War fiction. Stephen Crane, Frank Norris, Richard Harding Davis and Sutton Griggs",http://digitalcommons.uri.edu/dissertations/AAI3239910,0,0,0,0,0,0,0,0,0,0,0,0,0
"Far field shallow water horizontal wave number estimation given a linear towed array using fast maximum likelihood, matrix pencil and subspace fitting techniques",http://digitalcommons.uri.edu/dissertations/AAI3276997,0,0,0,0,0,0,0,0,0,0,0,0,0
Starring Mark Twain and Hank Morgan: Performance in A Connecticut Yankee,http://digitalcommons.uri.edu/srhonorsprog/148,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydrodynamics of marine macroalgae: Biotic and physical determinants of drag,http://digitalcommons.uri.edu/dissertations/AAI3188836,0,0,0,0,0,0,0,0,0,0,0,0,0
Mechanism for texture modifying effects of hydrodynamically active biopolymers in composite surimi gel,http://digitalcommons.uri.edu/dissertations/AAI9723555,0,0,0,0,0,0,0,0,0,0,0,0,0
"The reproductive biology of Lyonsia hyalina (Conrad, 1831) (Mollusca: Bivalvia: Anomalodesmata): Ultrastructural aspects of spermatogenesis and oogenesis",http://digitalcommons.uri.edu/dissertations/AAI9702118,0,0,0,0,0,0,0,0,0,0,0,0,0
PETROLOGY AND GEOCHEMISTRY OF ICELAND BASALTS: SPATIAL AND TEMPORAL VARIATIONS,http://digitalcommons.uri.edu/dissertations/AAI8501289,0,0,0,0,0,0,0,0,0,0,0,0,0
Chafee Interview on Legislation: WMAL Radio with Joe McCaffrey,http://digitalcommons.uri.edu/chafee_audio/2,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays on fisheries management,http://digitalcommons.uri.edu/dissertations/AAI3160027,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast cancer experiences: Women's reflections years after diagnosis,http://digitalcommons.uri.edu/dissertations/AAI3053092,0,0,0,0,0,0,0,0,0,0,0,0,0
The history of metals pollution in Narragansett Bay as recorded by salt marsh sediments,http://digitalcommons.uri.edu/dissertations/AAI9120414,0,0,0,0,0,0,0,0,0,0,0,0,0
Characterization of electromigration in semiconductor device interconnects using microscopic techniques,http://digitalcommons.uri.edu/dissertations/AAI3298367,0,0,0,0,0,0,0,0,0,0,0,0,0
The golf course as a nature reserve: An evaluation of land use and diversity applied to ecosystem design,http://digitalcommons.uri.edu/dissertations/AAI9960021,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nanoplankton biodiversity in the Pettaquamscutt River Estuary, Rhode Island, Unites States",http://digitalcommons.uri.edu/dissertations/AAI3186914,0,0,0,0,0,0,0,0,0,0,0,0,0
Synthesis and characterization of conducting polymer-inorganic composite materials,http://digitalcommons.uri.edu/dissertations/AAI3108646,0,0,0,0,0,0,0,0,0,0,0,0,0
Insured women's access to infertility care: A comparative survey study,http://digitalcommons.uri.edu/dissertations/AAI9988219,0,0,0,0,0,0,0,0,0,0,0,0,0
HARMONIC AND ANHARMONIC INTERACTIONS IN LONG WAVELENGTH OPTICAL PHONONS IN IONIC CRYSTALS,http://digitalcommons.uri.edu/dissertations/AAI6912931,0,0,0,0,0,0,0,0,0,0,0,0,0
"The global stability, boundedness, and periodicity character of certain difference equations",http://digitalcommons.uri.edu/dissertations/AAI3025577,0,0,0,0,0,0,0,0,0,0,0,0,0
Prolegomenon to the literary study of hypertext,http://digitalcommons.uri.edu/dissertations/AAI3147804,0,0,0,0,0,0,0,0,0,0,0,0,0
Sociocultural contexts of Asian American/Pacific Islander women's HIV risk enhancing/reducing responses,http://digitalcommons.uri.edu/dissertations/AAI3137073,0,0,0,0,0,0,0,0,0,0,0,0,0
An investigation of thermal stabilizing additives and interactions between electrolytes and electrodes in lithium ion batteries,http://digitalcommons.uri.edu/dissertations/AAI3248235,0,0,0,0,0,0,0,0,0,0,0,0,0
"A descriptive, exploratory study of knowledge utilization among experienced staff nurses in an acute care setting",http://digitalcommons.uri.edu/dissertations/AAI9920532,0,0,0,0,0,0,0,0,0,0,0,0,0
The relationship of physical activity to self-concept and perceived stress in adolescent females,http://digitalcommons.uri.edu/dissertations/AAI9902557,0,0,0,0,0,0,0,0,0,0,0,0,0
Correlates of sibling jealousy and parental favoritism,http://digitalcommons.uri.edu/dissertations/AAI9203213,0,0,0,0,0,0,0,0,0,0,0,0,0
Assessment of the Rhode Island coastal lagoon ecosystem,http://digitalcommons.uri.edu/dissertations/AAI3115628,0,0,0,0,0,0,0,0,0,0,0,0,0
Potential use of nitrogen-15 to assess nitrogen sources and fate in Narragansett Bay,http://digitalcommons.uri.edu/dissertations/AAI3135896,0,0,0,0,0,0,0,0,0,0,0,0,0
Serials Solutions Search Type Report 2008-2009,http://digitalcommons.uri.edu/ts_rpts/35,0,0,0,0,0,0,0,0,0,0,0,0,0
The new global worker in organizations: Implications for international management,http://digitalcommons.uri.edu/dissertations/AAI9999541,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecomorphology of the temperate scleractinian Astrangia poculata: Coral-macroalgal interactions in Narragansett Bay,http://digitalcommons.uri.edu/dissertations/AAI3145417,0,0,0,0,0,0,0,0,0,0,0,0,0
Investigating the effect of the degree of newness of a discontinuous technological innovation on individuals' judgments,http://digitalcommons.uri.edu/dissertations/AAI9812227,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mechanisms, ecology, and toxicology of zooplankton feeding processes in the presence of harmful algae (Alexandrium spp.)",http://digitalcommons.uri.edu/dissertations/AAI9945229,0,0,0,0,0,0,0,0,0,0,0,0,0
New Freedom: An Investigation into the World of Prosthetics,http://digitalcommons.uri.edu/srhonorsprog/161,0,0,0,0,0,0,0,0,0,0,0,0,0
Serials Solutions Click-Through Statistics By Provider and Database 2008-2009,http://digitalcommons.uri.edu/ts_rpts/41,0,0,0,0,0,0,0,0,0,0,0,0,0
Alzheimer's disease (AD) like pathology following developmental lead exposure in primates and the role of aging in AD-related genes regulation in rodents and primates,http://digitalcommons.uri.edu/dissertations/AAI3314462,0,0,0,0,0,0,0,0,0,0,0,0,0
Campus Consignment,http://digitalcommons.uri.edu/srhonorsprog/153,0,0,0,0,0,0,0,0,0,0,0,0,0
Milankovitch and sub-Milankovitch periodicity in deep sea sediments during the Plio-Pleistocene,http://digitalcommons.uri.edu/dissertations/AAI9961441,0,0,0,0,0,0,0,0,0,0,0,0,0
Effects of reading disability in adolescents on self-concept and future expectations,http://digitalcommons.uri.edu/dissertations/AAI3025557,0,0,0,0,0,0,0,0,0,0,0,0,0
Transboundary impacts of fishing activities along the northeast continental shelf,http://digitalcommons.uri.edu/dissertations/AAI3160039,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobility and fate of contaminants in estuarine environments,http://digitalcommons.uri.edu/dissertations/AAI3248226,0,0,0,0,0,0,0,0,0,0,0,0,0
How do you stop the boogeyman? An evaluation of a sexual assault prevention program,http://digitalcommons.uri.edu/dissertations/AAI3314443,0,0,0,0,0,0,0,0,0,0,0,0,0
Women-writing-women: Three American responses to the Woman Question,http://digitalcommons.uri.edu/dissertations/AAI3186902,0,0,0,0,0,0,0,0,0,0,0,0,0
Acquisitions Department - Monograph Statistics 1991-1992,http://digitalcommons.uri.edu/lib_mac_rpts/9,0,0,0,0,0,0,0,0,0,0,0,0,0
Polymorph characterization and control,http://digitalcommons.uri.edu/dissertations/AAI3276988,0,0,0,0,0,0,0,0,0,0,0,0,0
Recombinant antimicrobials for feed based delivery in aquaculture,http://digitalcommons.uri.edu/dissertations/AAI3188058,0,0,0,0,0,0,0,0,0,0,0,0,0
The speed of money: Investment as consumption in age of computer-mediated communication,http://digitalcommons.uri.edu/dissertations/AAI3039090,0,0,0,0,0,0,0,0,0,0,0,0,0
Investigation of optimized stationary phases for the high performance liquid chromatography electrospray ionization mass spectrometric analysis of basic pharmaceuticals,http://digitalcommons.uri.edu/dissertations/AAI9988229,0,0,0,0,0,0,0,0,0,0,0,0,0
The Evolution of Outsourcing,http://digitalcommons.uri.edu/srhonorsprog/144,0,0,0,0,0,0,0,0,0,0,0,0,0
"Altruism in college volunteers: Relationships to prosocial personality, constructive thinking, and parenting variables",http://digitalcommons.uri.edu/dissertations/AAI9526566,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEVELOPMENTAL MORPHOLOGY AND PHYSIOLOGY OF HETEROPHYLLOUS AQUATIC ANGIOSPERMS (ABSCISIC ACID, HALORAGACEAE, LEAF DEVELOPMENT, WATER STRESS, STOMATA)",http://digitalcommons.uri.edu/dissertations/AAI8516677,0,0,0,0,0,0,0,0,0,0,0,0,0
Physicochemical and microstructural changes in minced fish muscles as affected by cryoprotectants,http://digitalcommons.uri.edu/dissertations/AAI3039082,0,0,0,0,0,0,0,0,0,0,0,0,0
Forms of knowledge and the use of the representativeness heuristic in clinical inferencing tasks of community health nurses,http://digitalcommons.uri.edu/dissertations/AAI9239603,0,0,0,0,0,0,0,0,0,0,0,0,0
Optimal observer motion for bearings-only localization and tracking,http://digitalcommons.uri.edu/dissertations/AAI8901705,0,0,0,0,0,0,0,0,0,0,0,0,0
"Biological control of the lily leaf beetle, Lilioceris lilii in North America",http://digitalcommons.uri.edu/dissertations/AAI3112117,0,0,0,0,0,0,0,0,0,0,0,0,0
