PAYMENT DATE,BUSINESS UNIT,PAYMENT TYPE,PAYEE,PAYMENT AMOUNT
2013-05-24 00:00:00,Water Distribution,LANDSCAPE MATERIALS,"BROKERS GRASS DFW, INC.",71.60000000000001
2013-05-24 00:00:00,Water Distribution,BASE MATERIALS,CJA ENTERPRISES LLP,1867.66
2013-05-24 00:00:00,Water Distribution,R/M SUP.-WTR. & SEW.,MSC WATERWORKS,-1941.45
2013-05-24 00:00:00,Water Distribution,R/M SUP.-WTR. & SEW.,MSC WATERWORKS,-147
2013-05-24 00:00:00,Water Distribution,R/M SUP.-WTR. & SEW.,MSC WATERWORKS,147
2013-05-24 00:00:00,Water Distribution,R/M SUP.-WTR. & SEW.,HD SUPPLY WATERWORKS LTD.,1349.08
2013-05-24 00:00:00,Water Distribution,R/M SUP.-WTR. & SEW.,ACT PIPE AND SUPPLY INC,68.60000000000001
2013-05-24 00:00:00,Water Distribution,R/M SUP.-WTR. & SEW.,MSC WATERWORKS,1941.45
2013-05-24 00:00:00,Water Distribution,"WIRELESS, CELL PHONE",AT&T MOBILITY NATIONAL,88.56
2013-05-24 00:00:00,Wastewater,UNIFORMS & CLOTHING,KMC UNIFORMS INC.,37.5
2013-05-24 00:00:00,Wastewater,CONCRETE,REDI-MIX LLC,1208
2013-05-24 00:00:00,Wastewater,R/M SUP.-WTR. & SEW.,"AR INDUSTRIAL SUPPLIES, INC.",1360.25
2013-05-24 00:00:00,Wastewater,OTHER PROFESSIONAL SERVICES,ONE-TIME VENDOR,275
2013-05-24 00:00:00,Wastewater,TRA SEWAGE TREATMENT,TRINITY RIVER AUTHORITY,602456
2013-05-24 00:00:00,Meter Repair Services,R/M SUP.-WTR. & SEW.,MSC WATERWORKS,147
2013-05-24 00:00:00,Utility Replacement Program,UNIFORMS & CLOTHING,KMC UNIFORMS INC.,37.5
2013-05-24 00:00:00,Utility Replacement Program,UNIFORMS & CLOTHING,KMC UNIFORMS INC.,314.5
2013-05-24 00:00:00,Utility Replacement Program,ASPHALT,"APAC, INC. - TEXAS BITHULITHIC",685.3
2013-05-24 00:00:00,Utility Replacement Program,CONCRETE,REDI-MIX LLC,1182.96
2013-05-24 00:00:00,Utility Replacement Program,CONCRETE,LATTIMORE MATERIALS COMPANY,1392
2013-05-24 00:00:00,Utility Replacement Program,CONCRETE,REDI-MIX LLC,636
2013-05-24 00:00:00,Utility Replacement Program,CONCRETE,REDI-MIX LLC,1152.75
2013-05-24 00:00:00,Utility Replacement Program,CONCRETE,REDI-MIX LLC,755
2013-05-24 00:00:00,Utility Replacement Program,BASE MATERIALS,CJA ENTERPRISES LLP,-1867.66
2013-05-24 00:00:00,Utility Replacement Program,BASE MATERIALS,CJA ENTERPRISES LLP,1867.66
2013-05-24 00:00:00,Utility Replacement Program,OTHER OPER. SUPPLIES,"C.F. METALS, INC",2782.65
2013-05-24 00:00:00,Utility Replacement Program,OTHER OPER. SUPPLIES,"AR INDUSTRIAL SUPPLIES, INC.",1492.5
2013-05-24 00:00:00,Utility Replacement Program,R/M SUP.-WTR. & SEW.,MSC WATERWORKS,1941.45
2013-05-24 00:00:00,Utility Replacement Program,R/M SUP.-WTR. & SEW.,"AR INDUSTRIAL SUPPLIES, INC.",1488.95
2013-05-24 00:00:00,Economic Development L4,TRAVEL MEALS & LODGING,EMPLOYEE,340.5
2013-05-24 00:00:00,Economic Development L4,TRAVEL MEALS & LODGING,EMPLOYEE,366
2013-05-24 00:00:00,Economic Development L4,TRAVEL MEALS & LODGING,EMPLOYEE,50
2013-05-24 00:00:00,Civil Engineering L4,COMPUTER SOFTWARE,1ST SCRIBE INC.,500
2013-05-24 00:00:00,Parks Consol Cap Proj FL4,RETAINAGE PAYABLE,RATLIFF HARDSCAPE LTD,-22378.39
2013-05-24 00:00:00,Parks Consol Cap Proj FL4,RETAINAGE PAYABLE,"ARK CONTRACTING SERVICES, LLC",-1601.6
2013-05-24 00:00:00,Parks Consol Cap Proj FL4,RETAINAGE PAYABLE,"ARK CONTRACTING SERVICES, LLC",36000.200000000004
2013-05-24 00:00:00,Streets Consol Cap Proj FL4,RETAINAGE PAYABLE,CAMINO CONSTRUCTION LP,-11186.53
2013-05-24 00:00:00,Streets Consol Cap Proj FL4,RETAINAGE PAYABLE,RKM UTILITY SERVICES INC,-21898.6
2013-05-24 00:00:00,Streets Consol Cap Proj FL4,RETAINAGE PAYABLE,CAMINO CONSTRUCTION LP,-12404.65
2013-05-24 00:00:00,Streets Consol Cap Proj FL4,RETAINAGE PAYABLE,3D PAVING AND CONTRACTING LLC,-10975.85
2013-05-24 00:00:00,Drainage Consol Cap Proj FL4,RETAINAGE PAYABLE,"ARK CONTRACTING SERVICES, LLC",-4915.7
2013-05-24 00:00:00,Drainage Consol Cap Proj FL4,RETAINAGE PAYABLE,"ARK CONTRACTING SERVICES, LLC",-5610.61
2013-05-24 00:00:00,Drainage Consol Cap Proj FL4,RETAINAGE PAYABLE,"ARK CONTRACTING SERVICES, LLC",180560.43
2013-05-24 00:00:00,Drainage Consol Cap Proj FL4,RETAINAGE PAYABLE,"ARK CONTRACTING SERVICES, LLC",-27576
2013-05-24 00:00:00,Drainage Consol Cap Proj FL4,RETAINAGE PAYABLE,"ARK CONTRACTING SERVICES, LLC",120764.1
2013-05-24 00:00:00,Drainage Consol Cap Proj FL4,RETAINAGE PAYABLE,"ARK CONTRACTING SERVICES, LLC",33899.21
2013-05-24 00:00:00,Utilities Consol Cap Proj FL4,RETAINAGE PAYABLE,REPIPE CONSTRUCTION LLC,-42669.88
2013-05-24 00:00:00,San Res Operating L4,OTHER PROFESSIONAL SERVICES,WASTE MANAGEMENT INC,331211.29
2013-05-24 00:00:00,San Comm Operating L4,OTHER PROFESSIONAL SERVICES,WASTE MANAGEMENT INC,75868.68000000001
2013-05-24 00:00:00,San Comm Operating L4,OTHER PROFESSIONAL SERVICES,WASTE MANAGEMENT INC,23016.36
2013-05-24 00:00:00,Flt Operating L4,GASOLINE & FUELS,"W DOUGLASS DISTRIBUTING, LTD",6213.17
2013-05-24 00:00:00,Flt Operating L4,GASOLINE & FUELS,"W DOUGLASS DISTRIBUTING, LTD",14042.36
2013-05-24 00:00:00,Flt Operating L4,GASOLINE & FUELS,BARNEY HOLLAND OIL COMPANY,3434.67
2013-05-24 00:00:00,Flt Operating L4,GASOLINE & FUELS,"W DOUGLASS DISTRIBUTING, LTD",6302.53
2013-05-24 00:00:00,Flt Operating L4,GASOLINE & FUELS,"W DOUGLASS DISTRIBUTING, LTD",15694.18
2013-05-24 00:00:00,EHD Retiree L4,OTHER PROFESSIONAL SERVICES,NATIONAL GUARDIAN LIFE,226.78
2013-05-24 00:00:00,EHD Clearing Fund FL4,BANK FEES TO BE ALLOC.,JP MORGAN CHASE BANK N.A.,210.36
2013-05-24 00:00:00,General Debt Service L4,PAYING AGENT FEES,THE BANK OF NEW YORK MELLON,500
2013-05-24 00:00:00,TOD Cap Proj L4,CONF. & TRAINING,TRACKSENSE INC.,1500
2013-05-24 00:00:00,TOD Cap Proj L4,LAND & EASEMENTS,"CHICAGO TITLE OF TEXAS, LLC",5000
2013-05-24 00:00:00,Crt Tech Cap Proj L4,OTHER PROFESSIONAL SERVICES,BRAZOS TECHNOLOGY CORPORATION,360
2013-05-24 00:00:00,Gen Cap IT Proj L3,OTHER PROFESSIONAL SERVICES,"DFW MULTIMEDIA, INC.",520
2013-05-24 00:00:00,Gen Cap IT Proj L3,OTHER PROFESSIONAL SERVICES,"DFW MULTIMEDIA, INC.",320
2013-05-24 00:00:00,Gen Cap IT Proj L3,OTHER PROFESSIONAL SERVICES,"DFW MULTIMEDIA, INC.",420
2013-05-24 00:00:00,Gen Cap IT Proj L3,OTHER PROFESSIONAL SERVICES,"DFW MULTIMEDIA, INC.",300
2013-05-24 00:00:00,Gen Cap IT Proj L3,OTHER PROFESSIONAL SERVICES,"DFW MULTIMEDIA, INC.",340
2013-05-24 00:00:00,Gen Cap IT Proj L3,OTHER PROFESSIONAL SERVICES,"DFW MULTIMEDIA, INC.",300
2013-05-24 00:00:00,Urban Desgn Spec Cap Proj L4,OTHER OPER. SUPPLIES,REDI-MIX LLC,89.04
2013-05-24 00:00:00,CDBG Cap Proj L4,OTHER PROFESSIONAL SERVICES,"VILLARREAL, ROY",2572
2013-05-24 00:00:00,Parks Consol Cap Proj L4,OTHER OPER. SUPPLIES,"RECREONICS, INC.",6879.25
2013-05-24 00:00:00,Parks Consol Cap Proj L4,OTHER OPER. SUPPLIES,"RECREONICS, INC.",4733.75
2013-05-24 00:00:00,Parks Consol Cap Proj L4,PARKS & REC. IMP.,RATLIFF HARDSCAPE LTD,201405.45
2013-05-24 00:00:00,Parks Consol Cap Proj L4,PARKS & REC. IMP.,"ARK CONTRACTING SERVICES, LLC",14414.4
2013-05-24 00:00:00,Parks Consol Cap Proj L4,PARKS & REC. IMP.,"ARK CONTRACTING SERVICES, LLC",36000.200000000004
2013-05-24 00:00:00,Parks Consol Cap Proj L4,CAPITAL PROJECT RETAINAGE,"ARK CONTRACTING SERVICES, LLC",1601.6
2013-05-24 00:00:00,Parks Consol Cap Proj L4,CAPITAL PROJECT RETAINAGE,RATLIFF HARDSCAPE LTD,22378.39
2013-05-24 00:00:00,Parks Consol Cap Proj L4,CAPITAL PROJECT RETAINAGE,"ARK CONTRACTING SERVICES, LLC",-36000.200000000004
2013-05-24 00:00:00,Streets Consol Cap Proj L4,ENGINEERING SERVICES,BW2 ENGINEERS INC,6850
2013-05-24 00:00:00,Streets Consol Cap Proj L4,SURVEYING & APPRAISAL SERVICES,"HWH SERVICES, INC.",2800
2013-05-24 00:00:00,Streets Consol Cap Proj L4,STREET IMPROVEMENTS,"LOURIAS, GEORGE",475
2013-05-24 00:00:00,Streets Consol Cap Proj L4,STREET IMPROVEMENTS,CAMINO CONSTRUCTION LP,111641.82
2013-05-24 00:00:00,Streets Consol Cap Proj L4,STREET IMPROVEMENTS,CAMINO CONSTRUCTION LP,100678.8
2013-05-24 00:00:00,Streets Consol Cap Proj L4,STREET IMPROVEMENTS,RKM UTILITY SERVICES INC,197087.4
2013-05-24 00:00:00,Streets Consol Cap Proj L4,STREET IMPROVEMENTS,3D PAVING AND CONTRACTING LLC,98782.65
2013-05-24 00:00:00,Streets Consol Cap Proj L4,CAPITAL PROJECT RETAINAGE,3D PAVING AND CONTRACTING LLC,10975.85
2013-05-24 00:00:00,Streets Consol Cap Proj L4,CAPITAL PROJECT RETAINAGE,CAMINO CONSTRUCTION LP,12404.65
2013-05-24 00:00:00,Streets Consol Cap Proj L4,CAPITAL PROJECT RETAINAGE,RKM UTILITY SERVICES INC,21898.6
2013-05-24 00:00:00,Streets Consol Cap Proj L4,CAPITAL PROJECT RETAINAGE,CAMINO CONSTRUCTION LP,11186.53
2013-05-24 00:00:00,Drainage Consol Cap Proj L4,ENGINEERING SERVICES,NATHAN MAIER CONSULTING ENG.,19994.5
2013-05-24 00:00:00,Drainage Consol Cap Proj L4,ENGINEERING SERVICES,NATHAN MAIER CONSULTING ENG.,900
2013-05-24 00:00:00,Drainage Consol Cap Proj L4,ENGINEERING SERVICES,NATHAN MAIER CONSULTING ENG.,6244.89
2013-05-24 00:00:00,Drainage Consol Cap Proj L4,ENGINEERING SERVICES,NATHAN MAIER CONSULTING ENG.,35867.6
2013-05-24 00:00:00,Drainage Consol Cap Proj L4,DRAINAGE IMPROVEMENTS,"ARK CONTRACTING SERVICES, LLC",44241.25
2013-05-24 00:00:00,Drainage Consol Cap Proj L4,DRAINAGE IMPROVEMENTS,"ARK CONTRACTING SERVICES, LLC",120764.1
2013-05-24 00:00:00,Drainage Consol Cap Proj L4,DRAINAGE IMPROVEMENTS,"ARK CONTRACTING SERVICES, LLC",50495.45
2013-05-24 00:00:00,Drainage Consol Cap Proj L4,DRAINAGE IMPROVEMENTS,"ARK CONTRACTING SERVICES, LLC",33899.21
2013-05-24 00:00:00,Drainage Consol Cap Proj L4,DRAINAGE IMPROVEMENTS,"ARK CONTRACTING SERVICES, LLC",180560.43
2013-05-24 00:00:00,Drainage Consol Cap Proj L4,DRAINAGE IMPROVEMENTS,"ARK CONTRACTING SERVICES, LLC",248184
2013-05-24 00:00:00,Drainage Consol Cap Proj L4,CAPITAL PROJECT RETAINAGE,"ARK CONTRACTING SERVICES, LLC",-180560.43
2013-05-24 00:00:00,Drainage Consol Cap Proj L4,CAPITAL PROJECT RETAINAGE,"ARK CONTRACTING SERVICES, LLC",-33899.21
2013-05-24 00:00:00,Drainage Consol Cap Proj L4,CAPITAL PROJECT RETAINAGE,"ARK CONTRACTING SERVICES, LLC",27576
2013-05-24 00:00:00,Drainage Consol Cap Proj L4,CAPITAL PROJECT RETAINAGE,"ARK CONTRACTING SERVICES, LLC",5610.61
2013-05-24 00:00:00,Drainage Consol Cap Proj L4,CAPITAL PROJECT RETAINAGE,"ARK CONTRACTING SERVICES, LLC",-120764.1
2013-05-24 00:00:00,Drainage Consol Cap Proj L4,CAPITAL PROJECT RETAINAGE,"ARK CONTRACTING SERVICES, LLC",4915.7
2013-05-24 00:00:00,Utilities Consol Cap Proj L4,ENGINEERING SERVICES,BW2 ENGINEERS INC,3020
2013-05-24 00:00:00,Utilities Consol Cap Proj L4,WATER IMPROVEMENTS,REPIPE CONSTRUCTION LLC,384028.92
2013-05-24 00:00:00,Utilities Consol Cap Proj L4,CAPITAL PROJECT RETAINAGE,REPIPE CONSTRUCTION LLC,42669.88
2013-05-24 00:00:00,Gen Investment Pool FL4,BANK FEES TO BE ALLOC.,JP MORGAN CHASE BANK N.A.,3560.12
2013-05-24 00:00:00,Payroll Clearing Fund FL4,PAYROLL AND BENEFITS,EMPLOYEE,2378672.4
2013-05-31 00:00:00,General Fund,A/P - CASH ESCROW REFUNDS,ONE-TIME VENDOR,354.1
2013-05-31 00:00:00,General Fund,A/P - CASH ESCROW REFUNDS,ONE-TIME VENDOR,35
2013-05-31 00:00:00,General Fund,A/P - CASH ESCROW REFUNDS,ONE-TIME VENDOR,269
2013-05-31 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,TOWN OF ADDISON,1003
2013-05-31 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF BALCH SPRINGS,499.1
2013-05-31 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF DENTON,402
2013-05-31 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF IRVING,937.3
2013-05-31 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF IRVING,594.1
2013-05-31 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF LEWISVILLE,977.02
2013-05-31 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF DUNCANVILLE,279.5
2013-05-31 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,COLLIN CO. SHERIFFS OFFICE,383
2013-05-31 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF COPPELL,267
2013-05-31 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF COPPELL,294.1
2013-05-31 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF COPPELL,414
2013-05-31 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,DENTON CO. SHERIFFS OFFICE,1000
2013-05-31 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF COPPELL,297.1
2013-05-31 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF COPPELL,360
2013-05-31 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,COLLIN CO. SHERIFFS OFFICE,365
2013-05-31 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,COLLIN CO. SHERIFFS OFFICE,320
2013-05-31 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF PLANO,226
2013-05-31 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF FOREST HILL,647
2013-05-31 00:00:00,General Fund,PARK CLEARING,ONE-TIME VENDOR,32
2013-05-31 00:00:00,General Fund,PARK CLEARING,ONE-TIME VENDOR,250
2013-05-31 00:00:00,General Fund,PARK CLEARING,ONE-TIME VENDOR,100
2013-05-31 00:00:00,General Fund,PARK CLEARING,ONE-TIME VENDOR,95
2013-05-31 00:00:00,General Fund,SF RENTAL REGISTRATION FEE,ONE-TIME VENDOR,50
2013-05-31 00:00:00,General Fund,SF RENTAL REGISTRATION FEE,ONE-TIME VENDOR,50
2013-05-31 00:00:00,General Fund,CHARGES FOR LOST BOOKS,ONE-TIME VENDOR,10
2013-05-31 00:00:00,General Fund,CHARGES FOR LOST BOOKS,ONE-TIME VENDOR,11
2013-05-31 00:00:00,City Mgr Office AF L4,TRAVEL MEALS & LODGING,EMPLOYEE,41
2013-05-31 00:00:00,Resolution Center L4,IT OUTSOURCE PRTR FEES,XEROX STATE & LOCAL SOLUTIONS,1721
2013-05-31 00:00:00,Resolution Center L4,IT OUTSOURCE PRTR FEES,XEROX STATE & LOCAL SOLUTIONS,132.84
2013-05-31 00:00:00,Resolution Center L4,IT OUTSOURCE PRTR FEES,XEROX STATE & LOCAL SOLUTIONS,888.54
2013-05-31 00:00:00,Organizational Development L4,MILEAGE REIMBURSEMENT,EMPLOYEE,15
2013-05-31 00:00:00,Organizational Development L4,MILEAGE REIMBURSEMENT,EMPLOYEE,23.05
2013-05-31 00:00:00,Organizational Development L4,CONF. & TRAINING,EMPLOYEE,15
2013-05-31 00:00:00,Dispatch,TRAVEL MEALS & LODGING,EMPLOYEE,210
2013-05-31 00:00:00,Non-Departmental GF L4,OTHER PROFESSIONAL SERVICES,"LEGENDS SALES & MARKETING, LLC",10833.33
2013-05-31 00:00:00,Non-Departmental GF L4,CENTENNIAL EVENTS,"BROWN, RUSSEL DUANE",600
2013-05-31 00:00:00,Non-Departmental GF L4,CENTENNIAL EVENTS,"TEXAS GOLDEN DRAGON, INC.",500
2013-05-31 00:00:00,Non-Departmental GF L4,CENTENNIAL EVENTS,WILDRED F WATERS III,587.5
2013-05-31 00:00:00,Non-Departmental GF L4,CENTENNIAL EVENTS,"WATSON, MARLA",1200
2013-05-31 00:00:00,Muni Court Operations L4,JURY DUTY,METROCREST SOCIAL SERVICE CTR,30
2013-05-31 00:00:00,Muni Court Operations L4,JURY DUTY,ONE-TIME VENDOR,-6
2013-05-31 00:00:00,Muni Court Judicial L4,OTHER PROFESSIONAL SERVICES,W. BRUCE WOODY,1350
2013-05-31 00:00:00,UCS and Rev Collection L4,POSTAGE & COURIERS,FEDERAL EXPRESS CORPORATION,5.92
2013-05-31 00:00:00,UCS and Rev Collection L4,CREDIT CARD FEES,XEROX STATE & LOCAL SOLUTIONS,279.68
2013-05-31 00:00:00,Information Technology L4,IT OUTSOURCE PRTR FEES,XEROX STATE & LOCAL SOLUTIONS,91132.4
2013-05-31 00:00:00,Information Technology L4,IT OUTSOURCE PRTR FEES,XEROX STATE & LOCAL SOLUTIONS,296645.74
2013-05-31 00:00:00,Information Technology L4,IT OUTSOURCE PRTR FEES,XEROX STATE & LOCAL SOLUTIONS,-132.84
2013-05-31 00:00:00,Information Technology L4,IT OUTSOURCE PASS THROUGH,XEROX STATE & LOCAL SOLUTIONS,4257.92
2013-05-31 00:00:00,Information Technology L4,CREDIT CARD FEES,XEROX STATE & LOCAL SOLUTIONS,-23.2
2013-05-31 00:00:00,Information Technology L4,CREDIT CARD FEES,XEROX STATE & LOCAL SOLUTIONS,-2.63
2013-05-31 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,RICHARDSON READY ELECTRIC INC,425.15
2013-05-31 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,GROVES ELECTRICAL SERVICE INC.,307.25
2013-05-31 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,RICHARDSON READY ELECTRIC INC,280.5
2013-05-31 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,RICHARDSON READY ELECTRIC INC,633.15
2013-05-31 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,RICHARDSON READY ELECTRIC INC,-280.5
2013-05-31 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,GROVES ELECTRICAL SERVICE INC.,-307.25
2013-05-31 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,RICHARDSON READY ELECTRIC INC,-633.15
2013-05-31 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,RICHARDSON READY ELECTRIC INC,-425.15
2013-05-31 00:00:00,Marketing Services L4,OTHER PROFESSIONAL SERVICES,TRANSPERFECT TRANSLATIONS,183.43
2013-05-31 00:00:00,Marketing Services L4,PRINTING & PHOTO.,"BUSINESS PRINTING, INC",1214
2013-05-31 00:00:00,Marketing Services L4,ADVERTISING-GENERAL,"TRANSPORTATION MEDIA, INC.",400
2013-05-31 00:00:00,Police Management Services,IT OUTSOURCE PRTR FEES,XEROX STATE & LOCAL SOLUTIONS,84.15
2013-05-31 00:00:00,Police Operations L4,UNIFORMS & CLOTHING,"HONG, YOUNG SIL",566
2013-05-31 00:00:00,Police Operations L4,CONF. & TRAINING,"FLORES, WILLIAM R.",295
2013-05-31 00:00:00,Fire Operations L4,SMALL EQUIPMENT,XEROX STATE & LOCAL SOLUTIONS,926.31
2013-05-31 00:00:00,Fire Operations L4,OTHER PROFESSIONAL SERVICES,BEHAVIORAL MEASURES & FORENSIC,450
2013-05-31 00:00:00,Fire Operations L4,MEMBERSHIP DUES-CERTIF. FEES,TEXAS COMMISSION ON FIRE,85
2013-05-31 00:00:00,Fire Operations L4,MEMBERSHIP DUES-CERTIF. FEES,TEXAS COMMISSION ON FIRE,85
2013-05-31 00:00:00,Fire Operations L4,MEMBERSHIP DUES-CERTIF. FEES,TEXAS COMMISSION ON FIRE,85
2013-05-31 00:00:00,Fire Operations L4,MEMBERSHIP DUES-CERTIF. FEES,TEXAS COMMISSION ON FIRE,85
2013-05-31 00:00:00,Fire Operations L4,MEMBERSHIP DUES-CERTIF. FEES,TEXAS COMMISSION ON FIRE,85
2013-05-31 00:00:00,Fire Operations L4,MEMBERSHIP DUES-CERTIF. FEES,TEXAS COMMISSION ON FIRE,85
2013-05-31 00:00:00,Fire Operations L4,MEMBERSHIP DUES-CERTIF. FEES,TEXAS COMMISSION ON FIRE,85
2013-05-31 00:00:00,Fire Operations L4,MEMBERSHIP DUES-CERTIF. FEES,TEXAS COMMISSION ON FIRE,85
2013-05-31 00:00:00,Environmental Services L4,POSTAGE & COURIERS,UNITED PARCEL SERVICES,40.12
2013-05-31 00:00:00,Environmental Services L4,POSTAGE & COURIERS,UNITED PARCEL SERVICES,52.92
2013-05-31 00:00:00,Environmental Services L4,UNIFORMS & CLOTHING,"NORTHERN IMPORTS, INC.",125
2013-05-31 00:00:00,Environmental Services L4,UNIFORMS & CLOTHING,"NORTHERN IMPORTS, INC.",83.99
2013-05-31 00:00:00,Environmental Services L4,UNIFORMS & CLOTHING,"NORTHERN IMPORTS, INC.",94.99
2013-05-31 00:00:00,Environmental Services L4,UNIFORMS & CLOTHING,"NORTHERN IMPORTS, INC.",-125
2013-05-31 00:00:00,Environmental Services L4,UNIFORMS & CLOTHING,"NORTHERN IMPORTS, INC.",-83.99
2013-05-31 00:00:00,Environmental Services L4,UNIFORMS & CLOTHING,"NORTHERN IMPORTS, INC.",-94.99
2013-05-31 00:00:00,Environmental Services L4,OTHER PROFESSIONAL SERVICES,"CHICAGO TITLE OF TEXAS, LLC",175
2013-05-31 00:00:00,Environmental Services L4,OTHER PROFESSIONAL SERVICES,"CHICAGO TITLE OF TEXAS, LLC",175
2013-05-31 00:00:00,Environmental Services L4,OTHER PROFESSIONAL SERVICES,JBA LAND MANAGEMENT LLC,10
2013-05-31 00:00:00,Environmental Services L4,OTHER PROFESSIONAL SERVICES,JBA LAND MANAGEMENT LLC,150
2013-05-31 00:00:00,Environmental Services L4,OTHER PROFESSIONAL SERVICES,EFFICIENCY TOOLS INC.,380
2013-05-31 00:00:00,Environmental Services L4,OTHER PROFESSIONAL SERVICES,JBA LAND MANAGEMENT LLC,75
2013-05-31 00:00:00,Environmental Services L4,OTHER PROFESSIONAL SERVICES,EFFICIENCY TOOLS INC.,75
2013-05-31 00:00:00,Environmental Services L4,TRAVEL MEALS & LODGING,EMPLOYEE,41
2013-05-31 00:00:00,Environmental Services L4,TRAVEL MEALS & LODGING,EMPLOYEE,24.54
2013-05-31 00:00:00,Animal Control L4,PRINTING & PHOTO.,MARFIELD INC,78.9
2013-05-31 00:00:00,Parks Donations Fund-wide FL4,SENIOR OVERNIGHT TRIPS,PREMIER WORLD DISCOVERY,45336
2013-05-31 00:00:00,Library L4,LIB. BOOKS & FILMS,GALE GROUP INC,48
2013-05-31 00:00:00,Library L4,LIB. BOOKS & FILMS,GALE GROUP INC,51.18
2013-05-31 00:00:00,Library L4,LIB. BOOKS & FILMS,BRODART CO,522.13
2013-05-31 00:00:00,Library L4,LIB. BOOKS & FILMS,MIDWEST TAPE LLC,38.38
2013-05-31 00:00:00,Library L4,LIB. BOOKS & FILMS,GALE GROUP INC,24.79
2013-05-31 00:00:00,Library L4,LIB. BOOKS & FILMS,BRODART CO,12.09
2013-05-31 00:00:00,Library L4,LIB. BOOKS & FILMS,GALE GROUP INC,18.740000000000002
2013-05-31 00:00:00,Library L4,LIB. BOOKS & FILMS,BRODART CO,578.22
2013-05-31 00:00:00,Library L4,LIB. BOOKS & FILMS,MIDWEST TAPE LLC,19.39
2013-05-31 00:00:00,Library L4,LIB. BOOKS & FILMS,GALE GROUP INC,26.39
2013-05-31 00:00:00,Library L4,LIB. BOOKS & FILMS,GALE GROUP INC,43.48
2013-05-31 00:00:00,Library L4,LIB. BOOKS & FILMS,BRODART CO,1438.8
2013-05-31 00:00:00,Library L4,LIB. BOOKS & FILMS,MIDWEST TAPE LLC,114.34
2013-05-31 00:00:00,Library L4,LIB. BOOKS & FILMS,GALE GROUP INC,70.47
2013-05-31 00:00:00,Library L4,LIB. BOOKS & FILMS,BRODART CO,836.64
2013-05-31 00:00:00,Library L4,LIB. BOOKS & FILMS,BRODART CO,1863.96
2013-05-31 00:00:00,Library L4,LIB. BOOKS & FILMS,MIDWEST TAPE LLC,47.39
2013-05-31 00:00:00,Tennis Center L4,R/M SVCS.-STRUCTURES,GROVES ELECTRICAL SERVICE INC.,307.25
2013-05-31 00:00:00,Crosby Rec Center,OTHER OPER. SUPPLIES,SAM'S CLUB DIRECT,230.88
2013-05-31 00:00:00,Crosby Rec Center,R/M SVCS.-OTH. EQUIP.,JAY KERN INCORPORATED,70
2013-05-31 00:00:00,Parks Mntc Contract Svcs L4,UNIFORMS & CLOTHING,"NORTHERN IMPORTS, INC.",94.99
2013-05-31 00:00:00,Parks Mntc Contract Svcs L4,LANDSCAPE MATERIALS,SOUTHWEST NURSERY & SUPPLY,248
2013-05-31 00:00:00,Parks Mntc Contract Svcs L4,LANDSCAPE MATERIALS,SOUTHWEST NURSERY & SUPPLY,147
2013-05-31 00:00:00,Parks Mntc Contract Svcs L4,LANDSCAPE MATERIALS,TLC&D,1200
2013-05-31 00:00:00,Parks Mntc Non-Cntrct Svcs L4,IRRIGATION SUPPLIES,"HORIZON DISTRIBUTORS, INC.",86.24
2013-05-31 00:00:00,Parks Mntc Non-Cntrct Svcs L4,IRRIGATION SUPPLIES,"HORIZON DISTRIBUTORS, INC.",-86.24
2013-05-31 00:00:00,Parks Mntc Non-Cntrct Svcs L4,MILEAGE REIMBURSEMENT,EMPLOYEE,28.82
2013-05-31 00:00:00,Parks Mntc Non-Cntrct Svcs L4,R/M SVCS.-STRUCTURES,RICHARDSON READY ELECTRIC INC,425.15
